cid,name,minvalue,maxvalue,avgvalue,year,chamber,origin,source,serialid
N00008188,Vic Snyder (D-Ark),552758,602757,577757,2010,H,Center for Responsive Politics,,424
N00000362,Jack Reed (D-RI),196042,941000,568521,2010,S,Center for Responsive Politics,,425
N00031938,Justin Amash (R-Mich),-23982,1159997,568007,2010,H,Center for Responsive Politics,,426
N00004367,Tammy Baldwin (D-Wis),169006,959998,564502,2010,H,Center for Responsive Politics,,427
N00031244,Joe Heck (R-Nev),278010,844999,561504,2010,H,Center for Responsive Politics,,428
N00030673,Bill Huizenga (R-Mich),172015,947999,560007,2010,H,Center for Responsive Politics,,429
N00031401,Michael Grimm (R-NY),50003,1069997,560000,2010,H,Center for Responsive Politics,,430
N00005883,Kevin Brady (R-Texas),242030,861000,551515,2010,H,Center for Responsive Politics,,431
N00008799,Kay Granger (R-Texas),-228982,1324996,548007,2010,H,Center for Responsive Politics,,432
N00000826,Robert E. Andrews (D-NJ),299010,795999,547504,2010,H,Center for Responsive Politics,,433
N00001469,Tim Holden (D-Pa),290020,804000,547010,2010,H,Center for Responsive Politics,,434
N00027575,Brad Ellsworth (D-Ind),229027,861000,545013,2010,H,Center for Responsive Politics,,435
N00003522,Marcy Kaptur (D-Ohio),303017,771000,537008,2010,H,Center for Responsive Politics,,436
N00001633,Joe Pitts (R-Pa),332006,730000,531003,2010,H,Center for Responsive Politics,,437
N00024770,Mike Michaud (D-Maine),253022,795000,524011,2010,H,Center for Responsive Politics,,438
N00029662,Bill Posey (R-Fla),134012,911999,523005,2010,H,Center for Responsive Politics,,439
N00005870,Gene Green (D-Texas),295006,750000,522503,2010,H,Center for Responsive Politics,,440
N00000133,Donna Christian-Christensen (D-VI),151003,884997,518000,2010,H,Center for Responsive Politics,,441
N00030736,John Carney (D-Del),185031,850000,517515,2010,H,Center for Responsive Politics,,442
N00027751,John Sarbanes (D-Md),260014,775000,517507,2010,H,Center for Responsive Politics,,443
N00028958,Jason Chaffetz (R-Utah),39014,986999,513006,2010,H,Center for Responsive Politics,,444
N00029077,Lynn Jenkins (R-Kan),195027,825000,510013,2010,H,Center for Responsive Politics,,445
N00030957,Scott Eugene Desjarlais (R-Tenn),153009,849996,501502,2010,H,Center for Responsive Politics,,446
N00006671,Lucille Roybal-Allard (D-Calif),271013,731000,501006,2010,H,Center for Responsive Politics,,447
N00027741,David Loebsack (D-Iowa),228017,770000,499008,2010,H,Center for Responsive Politics,,448
N00007458,Lynn Woolsey (D-Calif),276011,705000,490505,2010,H,Center for Responsive Politics,,449
N00005090,Jo Ann Emerson (R-Mo),121010,859996,490503,2010,H,Center for Responsive Politics,,450
N00003545,Steven C. LaTourette (R-Ohio),316004,665000,490502,2010,H,Center for Responsive Politics,,451
N99999923,Anthony M. Kennedy,315003,665000,490001,2010,J,Center for Responsive Politics,,452
N00029391,Erik Paulsen (R-Minn),170034,804000,487017,2010,H,Center for Responsive Politics,,453
N00030768,Martha Roby (R-Ala),169023,795999,482511,2010,H,Center for Responsive Politics,,454
N00031741,Todd Rokita (R-Ind),-130966,1087996,478515,2010,H,Center for Responsive Politics,,455
N00029736,Glenn Thompson (R-Pa),251005,699999,475502,2010,H,Center for Responsive Politics,,456
N00000781,Frank Pallone Jr (D-NJ),22052,924998,473525,2010,H,Center for Responsive Politics,,457
N00002073,Frank R. Wolf (R-Va),430779,514773,472776,2010,H,Center for Responsive Politics,,458
N00004436,John Kline (R-Minn),251013,691000,471006,2010,H,Center for Responsive Politics,,459
N99999944,Janet A. Napolitano,157031,780000,468515,2010,E,Center for Responsive Politics,,460
N00025464,Rodney Alexander (R-La),266005,665000,465502,2010,H,Center for Responsive Politics,,461
N00004884,Danny K. Davis (D-Ill),282014,639000,460507,2010,H,Center for Responsive Politics,,462
N00031877,Karen Bass (D-Calif),265005,651000,458002,2010,H,Center for Responsive Politics,,463
N00003105,Marsha Blackburn (R-Tenn),193025,720000,456512,2010,H,Center for Responsive Politics,,464
N00027462,Gus Bilirakis (R-Fla),88033,819999,454016,2010,H,Center for Responsive Politics,,465
N00029146,Frank M. Kratovil Jr (D-Md),127009,779999,453504,2010,H,Center for Responsive Politics,,466
N00032088,Bill Johnson (R-Ohio),118053,782000,450026,2010,H,Center for Responsive Politics,,467
N00027464,Bruce Braley (D-Iowa),206018,667000,436509,2010,H,Center for Responsive Politics,,468
N00026335,Daniel Webster (R-Fla),221009,640000,430504,2010,H,Center for Responsive Politics,,469
N00000528,Bernie Sanders (I-Vt),-56988,914996,429004,2010,S,Center for Responsive Politics,,470
N00000699,Robert Menendez (D-NJ),217005,629999,423502,2010,S,Center for Responsive Politics,,471
N00004572,John Thune (R-SD),170023,676000,423011,2010,S,Center for Responsive Politics,,472
N00026171,Charlie Dent (R-Pa),133047,707000,420023,2010,H,Center for Responsive Politics,,473
N00026627,Patrick McHenry (R-NC),-3985,839998,418006,2010,H,Center for Responsive Politics,,474
N00029327,Mark Schauer (D-Mich),204017,626000,415008,2010,H,Center for Responsive Politics,,475
N00003209,John J. Duncan Jr (R-Tenn),169022,660000,414511,2010,H,Center for Responsive Politics,,476
N00002269,Bob Etheridge (D-NC),125037,703000,414018,2010,H,Center for Responsive Politics,,477
N00007936,Brian Baird (D-Wash),-352988,1179998,413505,2010,H,Center for Responsive Politics,,478
N00005794,Chet Edwards (D-Texas),178020,638000,408010,2010,H,Center for Responsive Politics,,479
N00007833,Adam Smith (D-Wash),190015,625000,407507,2010,H,Center for Responsive Politics,,480
N00024852,John Cornyn (R-Texas),153014,631999,392506,2010,S,Center for Responsive Politics,,481
N00008046,Barbara Lee (D-Calif),252006,533000,392503,2010,H,Center for Responsive Politics,,482
N00009759,Rick Larsen (D-Wash),155023,626000,390511,2010,H,Center for Responsive Politics,,483
N00002408,James E. Clyburn (D-SC),220772,555763,388267,2010,H,Center for Responsive Politics,,484
N00006052,Mac Thornberry (R-Texas),238004,535000,386502,2010,H,Center for Responsive Politics,,485
N00024871,David Scott (D-Ga),-248997,1014999,383001,2010,H,Center for Responsive Politics,,486
N00030612,Marco Rubio (R-Fla),-75987,834998,379505,2010,S,Center for Responsive Politics,,487
N00000280,Bill Delahunt (D-Mass),250002,501000,375501,2010,H,Center for Responsive Politics,,488
N00007151,Dana Rohrabacher (R-Calif),1,749999,375000,2010,H,Center for Responsive Politics,,489
N00032416,Rob Woodall (R-Ga),217006,530000,373503,2010,H,Center for Responsive Politics,,490
N00009828,Ciro D. Rodriguez (D-Texas),-283992,1015997,366002,2010,H,Center for Responsive Politics,,491
N00024842,Joe Courtney (D-Conn),133021,595000,364010,2010,H,Center for Responsive Politics,,492
N00027703,Chris Carney (D-Pa),211009,516000,363504,2010,H,Center for Responsive Politics,,493
N00026885,Dave Reichert (R-Wash),178009,545000,361504,2010,H,Center for Responsive Politics,,494
N00027503,Bob Casey (D-Pa),159019,563000,361009,2010,S,Center for Responsive Politics,,495
N00009586,Hilda L. Solis (D-Calif),180005,534999,357502,2010,E,Center for Responsive Politics,,496
N00003875,Baron Hill (D-Ind),174013,536000,355006,2010,H,Center for Responsive Politics,,497
N00000743,Scott Garrett (R-NJ),188014,521000,354507,2010,H,Center for Responsive Politics,,498
N00004956,Jerry F. Costello (D-Ill),195005,500000,347502,2010,H,Center for Responsive Politics,,499
N00008264,Ed Royce (R-Calif),154014,536000,345007,2010,H,Center for Responsive Politics,,500
N00002685,Saxby Chambliss (R-Ga),164009,511000,337504,2010,S,Center for Responsive Politics,,501
N00009738,John Culberson (R-Texas),185002,490000,337501,2010,H,Center for Responsive Politics,,502
N00001945,Barbara A. Mikulski (D-Md),156016,517000,336508,2010,S,Center for Responsive Politics,,503
N00027623,Adrian Smith (R-Neb),125013,534999,330006,2010,H,Center for Responsive Politics,,504
N00005181,Russ Carnahan (D-Mo),151003,504999,328001,2010,H,Center for Responsive Politics,,505
N00001725,Jay Inslee (D-Wash),106023,541000,323511,2010,H,Center for Responsive Politics,,506
N00025692,Kendrick B. Meek (D-Fla),70027,561999,316013,2010,H,Center for Responsive Politics,,507
N00009571,Mike Ross (D-Ark),128010,479999,304004,2010,H,Center for Responsive Politics,,508
N00031945,Hansen Clarke (D-Mich),163009,445000,304004,2010,H,Center for Responsive Politics,,509
N00001110,Anthony D. Weiner (D-NY),116018,491000,303509,2010,H,Center for Responsive Politics,,510
N00028152,Kevin McCarthy (R-Calif),114016,485000,299508,2010,H,Center for Responsive Politics,,511
N00013820,Chris Van Hollen (D-Md),148007,445000,296503,2010,H,Center for Responsive Politics,,512
N00008113,Earl Pomeroy (D-ND),143010,445000,294005,2010,H,Center for Responsive Politics,,513
N00026163,Lynn A. Westmoreland (R-Ga),-7947994,8529997,291001,2010,H,Center for Responsive Politics,,514
N00002299,Walter B. Jones Jr (R-NC),125014,452000,288507,2010,H,Center for Responsive Politics,,515
N00027649,Tim Huelskamp (R-Kan),114015,460000,287007,2010,H,Center for Responsive Politics,,516
N00001127,Joseph Crowley (D-NY),82020,489999,286009,2010,H,Center for Responsive Politics,,517
N00000575,John B. Larson (D-Conn),135008,425000,280004,2010,H,Center for Responsive Politics,,518
N00027664,Jason Altmire (D-Pa),149009,410000,279504,2010,H,Center for Responsive Politics,,519
N00012457,Jesse Jackson Jr (D-Ill),111015,442000,276507,2010,H,Center for Responsive Politics,,520
N00030744,Mike Pompeo (R-Kan),66028,469000,267514,2010,H,Center for Responsive Politics,,521
N00002083,Jim Moran (D-Va),88018,445000,266509,2010,H,Center for Responsive Politics,,522
N00003924,Steve Buyer (R-Ind),155008,375000,265004,2010,H,Center for Responsive Politics,,523
N00005105,Ike Skelton (D-Mo),69015,459999,264507,2010,H,Center for Responsive Politics,,524
N00009668,Mike Rogers (R-Mich),136011,391000,263505,2010,H,Center for Responsive Politics,,525
N00031857,Steve Womack (R-Ark),122009,405000,263504,2010,H,Center for Responsive Politics,,526
N00004558,Collin C. Peterson (D-Minn),136010,390000,263005,2010,H,Center for Responsive Politics,,527
N00007248,Devin Nunes (R-Calif),151003,365000,258001,2010,H,Center for Responsive Politics,,528
N00027229,Michael G. Fitzpatrick (R-Pa),151003,365000,258001,2010,H,Center for Responsive Politics,,529
N00026631,Jeffrey Lane Fortenberry (R-Neb),-394992,909998,257503,2010,H,Center for Responsive Politics,,530
N00031134,Patrick L. Meehan (R-Pa),75019,425000,250009,2010,H,Center for Responsive Politics,,531
N00001746,Chaka Fattah (D-Pa),150002,350000,250001,2010,H,Center for Responsive Politics,,532
N00025093,Brad Miller (D-NC),42028,455000,248514,2010,H,Center for Responsive Politics,,533
N00027467,Timothy J. Walz (D-Minn),-102992,597996,247502,2010,H,Center for Responsive Politics,,534
N00000491,Susan Collins (R-Maine),145005,350000,247502,2010,S,Center for Responsive Politics,,535
N00030801,Frank Guinta (R-NH),-457982,949996,246007,2010,H,Center for Responsive Politics,,536
N00027894,James D. Jordan (R-Ohio),119008,362000,240504,2010,H,Center for Responsive Politics,,537
N00025237,Steven A. King (R-Iowa),130003,350000,240001,2010,H,Center for Responsive Politics,,538
N00001082,Edolphus Towns (D-NY),-290985,769997,239506,2010,H,Center for Responsive Politics,,539
N00029412,Steve C. Austria (R-Ohio),107008,355000,231004,2010,H,Center for Responsive Politics,,540
N00001669,Joseph R. Biden Jr (D-Del),-258970,714994,228012,2010,E,Center for Responsive Politics,,541
N00005321,Lee Terry (R-Neb),61020,391000,226010,2010,H,Center for Responsive Politics,,542
N00026368,Tim Walberg (R-Mich),50023,401000,225511,2010,H,Center for Responsive Politics,,543
N00013846,Jeff Miller (R-Fla),-192994,639997,223501,2010,H,Center for Responsive Politics,,544
N00004724,Jan Schakowsky (D-Ill),12025,433999,223012,2010,H,Center for Responsive Politics,,545
N00029377,Deborah Halvorson (D-Ill),131005,315000,223002,2010,H,Center for Responsive Politics,,546
N00004155,Peter Hoekstra (R-Mich),51015,393999,222507,2010,H,Center for Responsive Politics,,547
N00024870,Linda Sanchez (D-Calif),-243978,679997,218009,2010,H,Center for Responsive Politics,,548
N00031129,James Lankford (R-Okla),60018,375000,217509,2010,H,Center for Responsive Politics,,549
N00004394,David R. Obey (D-Wis),119007,310000,214503,2010,H,Center for Responsive Politics,,550
N00032762,Carte Goodwin (D-WVa),111006,315000,213003,2010,S,Center for Responsive Politics,,551
N00013744,Diane E. Watson (D-Calif),102004,320000,211002,2010,H,Center for Responsive Politics,,552
N00002147,Robert C. Scott (D-Va),-352944,770995,209025,2010,H,Center for Responsive Politics,,553
N00030418,Gregorio Kilili Cama Sablan (I-MP),118006,295000,206503,2010,H,Center for Responsive Politics,,554
N00032029,Morgan Griffith (R-Va),-12997,419999,203501,2010,H,Center for Responsive Politics,,555
N00029161,John A. Boccieri (D-Ohio),36022,365000,200511,2010,H,Center for Responsive Politics,,556
N00024875,Melissa Bean (D-Ill),25025,375000,200012,2010,H,Center for Responsive Politics,,557
N00001003,Eliot L. Engel (D-NY),68005,329999,199002,2010,H,Center for Responsive Politics,,558
N00007087,Jerry Lewis (R-Calif),195000,195000,195000,2010,H,Center for Responsive Politics,,559
N00025280,Tim Ryan (D-Ohio),102004,281000,191502,2010,H,Center for Responsive Politics,,560
N00027523,Albio Sires (D-NJ),97006,280000,188503,2010,H,Center for Responsive Politics,,561
N00029131,Allen B. West (R-Fla),-102992,454998,176003,2010,H,Center for Responsive Politics,,562
N00013847,John Sullivan (R-Okla),100001,250000,175000,2010,H,Center for Responsive Politics,,563
N00001373,Mike Doyle (D-Pa),15003,334998,175000,2010,H,Center for Responsive Politics,,564
N00031998,Chris Gibson (R-NY),100001,250000,175000,2010,H,Center for Responsive Politics,,565
N00026586,Joe Donnelly (D-Ind),76010,272000,174005,2010,H,Center for Responsive Politics,,566
N00008144,Todd Tiahrt (R-Kan),43016,296000,169508,2010,H,Center for Responsive Politics,,567
N00025284,Raul M. Grijalva (D-Ariz),37010,289999,163504,2010,H,Center for Responsive Politics,,568
N00002327,Sue Myrick (R-NC),14009,309999,162004,2010,H,Center for Responsive Politics,,569
N00026892,Ken Salazar (D-Colo),-597995,919997,161001,2010,E,Center for Responsive Politics,,570
N00009677,Todd Akin (R-Mo),31017,290000,160508,2010,H,Center for Responsive Politics,,571
N00029632,Gregg Harper (R-Miss),-148996,464999,158001,2010,H,Center for Responsive Politics,,572
N00001193,Pete King (R-NY),101003,215000,158001,2010,H,Center for Responsive Politics,,573
N00030770,Rick Crawford (R-Ark),101003,215000,158001,2010,H,Center for Responsive Politics,,574
N00007632,Eni F. H. Faleomavaega (D-AS),-214989,525999,155505,2010,H,Center for Responsive Politics,,575
N00025025,Jim Gerlach (R-Pa),63007,245000,154003,2010,H,Center for Responsive Politics,,576
N00002872,Lincoln Diaz-Balart (R-Fla),35008,259999,147503,2010,H,Center for Responsive Politics,,577
N00004005,Carolyn Cheeks Kilpatrick (D-Mich),16012,276999,146505,2010,H,Center for Responsive Politics,,578
N00027060,Brian M. Higgins (D-NY),16011,275999,146005,2010,H,Center for Responsive Politics,,579
N00030667,Adam Kinzinger (R-Ill),50008,225000,137504,2010,H,Center for Responsive Politics,,580
N00026457,Ted Poe (R-Texas),-21985,294999,136507,2010,H,Center for Responsive Politics,,581
N00003280,Roger Wicker (R-Miss),-670980,936997,133008,2010,S,Center for Responsive Politics,,582
N00009918,Patrick Leahy (D-Vt),49007,210000,129503,2010,S,Center for Responsive Politics,,583
N00028133,Douglas L. Lamborn (R-Colo),49007,210000,129503,2010,H,Center for Responsive Politics,,584
N00000153,Richard E. Neal (D-Mass),67010,186000,126505,2010,H,Center for Responsive Politics,,585
N00002356,Mike McIntyre (D-NC),67006,182000,124503,2010,H,Center for Responsive Politics,,586
N00006882,Howard P. (Buck) Mckeon (R-Calif),50002,184999,117500,2010,H,Center for Responsive Politics,,587
N00001817,C. W. Bill Young (R-Fla),66003,165000,115501,2010,H,Center for Responsive Politics,,588
N00007232,Lois Capps (D-Calif),-3974987,4200999,113006,2010,H,Center for Responsive Politics,,589
N00009824,David Wu (D-Ore),-1991,221999,110004,2010,H,Center for Responsive Politics,,590
N00030780,Cory Gardner (R-Colo),-10987,221999,105506,2010,H,Center for Responsive Politics,,591
N00024862,Geoff Davis (R-Ky),46004,165000,105502,2010,H,Center for Responsive Politics,,592
N00026961,Yvette D. Clarke (D-NY),35007,175000,105003,2010,H,Center for Responsive Politics,,593
N00029273,Aaron Schock (R-Ill),-916584,1118411,100913,2010,H,Center for Responsive Politics,,594
N00031265,Robert Hurt (R-Va),18005,179999,99002,2010,H,Center for Responsive Politics,,595
N00002460,Bob Inglis (R-SC),10004,184999,97501,2010,H,Center for Responsive Politics,,596
N00028859,Larry Kissell (D-NC),-6991,194999,94004,2010,H,Center for Responsive Politics,,597
N00027566,Christopher S. Murphy (D-Conn),-28992,209998,90503,2010,H,Center for Responsive Politics,,598
N00003765,Mike Pence (R-Ind),11015,169000,90007,2010,H,Center for Responsive Politics,,599
N00012539,Mark Kirk (R-Ill),33005,145000,89002,2010,S,Center for Responsive Politics,,600
N00012942,Betty McCollum (D-Minn),11011,165000,88005,2010,H,Center for Responsive Politics,,601
N00009719,Todd Platts (R-Pa),21014,147000,84007,2010,H,Center for Responsive Politics,,602
N00006789,Grace Napolitano (D-Calif),-198997,364999,83001,2010,H,Center for Responsive Politics,,603
N00005656,Joe Barton (R-Texas),32004,130000,81002,2010,H,Center for Responsive Politics,,604
N00000036,Russ Feingold (D-Wis),2,150999,75500,2010,S,Center for Responsive Politics,,605
N00031777,Tom Marino (R-Pa),-366518,517474,75478,2010,H,Center for Responsive Politics,,606
N00002577,John Lewis (D-Ga),9009,135000,72004,2010,H,Center for Responsive Politics,,607
N00029835,Martin Heinrich (D-NM),19015,120000,69507,2010,H,Center for Responsive Politics,,608
N00030670,Todd Young (R-Ind),-4997,134999,65001,2010,H,Center for Responsive Politics,,609
N00009573,Jeff Flake (R-Ariz),-219997,349999,65001,2010,H,Center for Responsive Politics,,610
N00006863,Tom McClintock (R-Calif),19005,110000,64502,2010,H,Center for Responsive Politics,,611
N00027890,Michael Arcuri (D-NY),-173990,294998,60504,2010,H,Center for Responsive Politics,,612
N00005960,Charlie A. Gonzalez (D-Texas),-163995,280998,58501,2010,H,Center for Responsive Politics,,613
N00001821,Steny H. Hoyer (D-Md),18005,96000,57002,2010,H,Center for Responsive Politics,,614
N00030880,Trey Gowdy (R-SC),-231995,344999,56502,2010,H,Center for Responsive Politics,,615
N00008028,Sam Johnson (R-Texas),17003,80000,48501,2010,H,Center for Responsive Politics,,616
N00009816,Chris Smith (R-NJ),45967,45967,45967,2010,H,Center for Responsive Politics,,617
N00030581,Mike Quigley (D-Ill),-34998,119998,42500,2010,H,Center for Responsive Politics,,618
N00029562,Ben R. Lujan (D-NM),16002,65000,40501,2010,H,Center for Responsive Politics,,619
N00025292,Rob Bishop (R-Utah),16002,65000,40501,2010,H,Center for Responsive Politics,,620
N00002472,James W. DeMint (R-SC),16002,65000,40501,2010,S,Center for Responsive Politics,,621
N00026914,Gwen Moore (D-Wis),5005,75000,40002,2010,H,Center for Responsive Politics,,622
N00011971,Dan Lungren (R-Calif),2003,70000,36001,2010,H,Center for Responsive Politics,,623
N00003572,Dennis J. Kucinich (D-Ohio),4007,63000,33503,2010,H,Center for Responsive Politics,,624
N00003350,Gene Taylor (D-Miss),15001,50000,32500,2010,H,Center for Responsive Politics,,625
N00001813,Jose E. Serrano (D-NY),15001,50000,32500,2010,H,Center for Responsive Politics,,626
N00029784,Glenn Nye (D-Va),-484998,549998,32500,2010,H,Center for Responsive Politics,,627
N00031104,Randy Hultgren (R-Ill),15001,50000,32500,2010,H,Center for Responsive Politics,,628
N00012460,William L. Clay Jr (D-Mo),4004,60000,32002,2010,H,Center for Responsive Politics,,629
N00028249,Donna Edwards (D-Md),16423,45420,30921,2010,H,Center for Responsive Politics,,630
N00000939,Jerrold Nadler (D-NY),1002,55000,28001,2010,H,Center for Responsive Politics,,631
N00007089,Joe Baca (D-Calif),3004,46000,24502,2010,H,Center for Responsive Politics,,632
N00004723,Joe Walsh (R-Ill),3004,46000,24502,2010,H,Center for Responsive Politics,,633
N00030184,Cedric L. Richmond (D-La),-48996,86998,19001,2010,H,Center for Responsive Politics,,634
N00030926,Sandy Adams (R-Fla),2004,32000,17002,2010,H,Center for Responsive Politics,,635
N00031696,Mike Lee (R-Utah),-117995,149997,16001,2010,S,Center for Responsive Politics,,636
N00028091,Carol Shea-Porter (D-NH),2002,30000,16001,2010,H,Center for Responsive Politics,,637
N00004643,Max Baucus (D-Mont),-89990,109999,10004,2010,S,Center for Responsive Politics,,638
N00026926,Jerry McNerney (D-Calif),1003,17000,9001,2010,H,Center for Responsive Politics,,639
N00008122,Eddie Bernice Johnson (D-Texas),1002,16000,8501,2010,H,Center for Responsive Politics,,640
N00013823,Mark Pryor (D-Ark),1001,16000,8500,2010,S,Center for Responsive Politics,,641
N00030196,Paul Tonko (D-NY),1001,15000,8000,2010,H,Center for Responsive Politics,,642
N00006067,Silvestre Reyes (D-Texas),1001,15000,8000,2010,H,Center for Responsive Politics,,643
N00031887,David Rivera (R-Fla),-148998,164999,8000,2010,H,Center for Responsive Politics,,644
N00031559,Jaime Herrera (R-Wash),1001,15000,8000,2010,H,Center for Responsive Politics,,645
N00029339,Tom Perriello (D-Va),-67996,79999,6001,2010,H,Center for Responsive Politics,,646
N00002713,Corrine Brown (D-Fla),-12998,20000,3501,2010,H,Center for Responsive Politics,,647
N00003159,Zach Wamp (R-Tenn),2,2000,1001,2010,H,Center for Responsive Politics,,648
N00001171,Gregory W. Meeks (D-NY),0,0,0,2010,H,Center for Responsive Politics,,649
N00004887,Bobby L. Rush (D-Ill),0,0,0,2010,H,Center for Responsive Politics,,650
N00029258,Duncan D. Hunter (R-Calif),0,0,0,2010,H,Center for Responsive Politics,,651
N00030767,Ted Kaufman (D-Del),0,0,0,2010,S,Center for Responsive Politics,,652
N00027848,Hank Johnson (D-Ga),0,0,0,2010,H,Center for Responsive Politics,,653
N00028234,Phil Hare (D-Ill),0,0,0,2010,H,Center for Responsive Politics,,654
N00028257,Keith Ellison (D-Minn),-47994,18999,-14497,2010,H,Center for Responsive Politics,,655
N00009660,Steve Scalise (R-La),-61996,20999,-20498,2010,H,Center for Responsive Politics,,656
N00031297,Tim Griffin (R-Ark),-129993,80997,-24498,2010,H,Center for Responsive Politics,,657
N00029513,Andre Carson (D-Ind),-82996,30999,-25998,2010,H,Center for Responsive Politics,,658
N00026106,Debbie Wasserman Schultz (D-Fla),-289989,234997,-27496,2010,H,Center for Responsive Politics,,659
N00004933,Ray LaHood,-326989,264996,-30996,2010,E,Center for Responsive Politics,,660
N00031377,Raul Labrador (R-Idaho),-130993,66997,-31998,2010,H,Center for Responsive Politics,,661
N00004118,Deborah Ann Stabenow (D-Mich),-50000,-15001,-32500,2010,S,Center for Responsive Politics,,662
N00025337,Mario Diaz-Balart (R-Fla),-50000,-15001,-32500,2010,H,Center for Responsive Politics,,663
N00006425,John Shadegg (R-Ariz),-249997,154996,-47500,2010,H,Center for Responsive Politics,,664
N00013345,Steve Israel (D-NY),-134998,24998,-55000,2010,H,Center for Responsive Politics,,665
N00009570,Artur Davis (D-Ala),-113999,-25002,-69500,2010,H,Center for Responsive Politics,,666
N00030891,Marlin A. Stutzman (R-Ind),-289988,120997,-84495,2010,H,Center for Responsive Politics,,667
N00031513,Renee Ellmers (R-NC),-382993,199999,-91497,2010,H,Center for Responsive Politics,,668
N00027891,Dan Maffei (D-NY),-150000,-65002,-107501,2010,H,Center for Responsive Politics,,669
N00032022,Kristi Lynn Noem (R-SD),-643990,419998,-111996,2010,H,Center for Responsive Politics,,670
N00004029,John Conyers Jr (D-Mich),-199999,-40003,-120001,2010,H,Center for Responsive Politics,,671
N00031502,Kevin W. Yoder (R-Kan),-243994,-5004,-124499,2010,H,Center for Responsive Politics,,672
N00001102,Nydia M. Velazquez (D-NY),-4248997,3954998,-146999,2010,H,Center for Responsive Politics,,673
N00026148,Louis B. Gohmert Jr (R-Texas),-200000,-100002,-150001,2010,H,Center for Responsive Politics,,674
N00027594,Patrick J. Murphy (D-Pa),-283998,-25006,-154502,2010,H,Center for Responsive Politics,,675
N00002674,Sanford D. Bishop Jr (D-Ga),-430990,111998,-159496,2010,H,Center for Responsive Politics,,676
N00030967,Sean P. Duffy (R-Wis),-489989,154994,-167497,2010,H,Center for Responsive Politics,,677
N00030622,Terri Sewell (D-Ala),-851983,504996,-173493,2010,H,Center for Responsive Politics,,678
N00004196,Bart Stupak (D-Mich),-722990,364998,-178996,2010,H,Center for Responsive Politics,,679
N00029112,Laura Richardson (D-Calif),-1229987,478996,-375495,2010,H,Center for Responsive Politics,,680
N00026431,John Salazar (D-Colo),-4798997,3849995,-474501,2010,H,Center for Responsive Politics,,681
N00006008,Ruben Hinojosa (D-Texas),-5360972,9995,-2675488,2010,H,Center for Responsive Politics,,682
N00031141,Steve Fincher (R-Tenn),-5964999,-640008,-3302503,2010,H,Center for Responsive Politics,,683
N00002884,Alcee L. Hastings (D-Fla),-7348999,-2115006,-4732002,2010,H,Center for Responsive Politics,,684
N00007017,Darrell Issa (R-Calif),195400035,700850000,448125017,2010,H,Center for Responsive Politics,,1
N00000245,John Kerry (D-Mass),181469521,281976067,231722794,2010,S,Center for Responsive Politics,,4
N00026710,Kenny Marchant (R-Texas),28276794,70403757,49340275,2010,H,Center for Responsive Politics,,20
N00006954,Gary Miller (R-Calif),17454056,74562000,46008028,2010,H,Center for Responsive Politics,,22
N00000684,Rodney Frelinghuysen (R-NJ),20350188,65451000,42900594,2010,H,Center for Responsive Politics,,23
N00001024,Nita M. Lowey (D-NY),15395036,67025000,41210018,2010,H,Center for Responsive Politics,,25
N99999935,Susan E. Rice,26109178,46710011,36409594,2010,E,Center for Responsive Politics,,26
N00031539,Diane Lynn Black (R-Tenn),-7315946,69860990,31272522,2010,H,Center for Responsive Politics,,30
N00000019,Hillary Clinton,10740011,51650000,31195005,2010,E,Center for Responsive Politics,,31
N00004426,Tom Petri (R-Wis),10346025,45865999,28106012,2010,H,Center for Responsive Politics,,34
N00030197,Richard L Hanna (R-NY),13725124,41950000,27837562,2010,H,Center for Responsive Politics,,35
N99999924,Ruth Bader Ginsburg,10365017,45030000,27697508,2010,J,Center for Responsive Politics,,36
N00031672,Blake Farenthold (R-Texas),11188102,42120996,26654549,2010,H,Center for Responsive Politics,,38
N00027694,Claire McCaskill (D-Mo),17900212,35122006,26511109,2010,S,Center for Responsive Politics,,39
N00012672,Steve Pearce (R-NM),8033014,37245000,22639007,2010,H,Center for Responsive Politics,,41
N00009888,Lamar Alexander (R-Tenn),9651050,35424999,22538024,2010,S,Center for Responsive Politics,,42
N00002492,John M. Spratt Jr (D-SC),7235019,37190996,22213007,2010,H,Center for Responsive Politics,,43
N00004291,F. James Sensenbrenner Jr (R-Wis),15678876,21782825,18730850,2010,H,Center for Responsive Politics,,49
N00000360,Patrick J. Kennedy (D-RI),6065004,30150000,18107502,2010,H,Center for Responsive Politics,,51
N00000615,Rosa L. DeLauro (D-Conn),5844020,27407996,16626008,2010,H,Center for Responsive Politics,,53
N00004207,Tom Harkin (D-Iowa),10276123,22918001,16597062,2010,S,Center for Responsive Politics,,54
N00004133,Fred Upton (R-Mich),7762217,24814999,16288608,2010,H,Center for Responsive Politics,,55
N00006023,Lloyd Doggett (D-Texas),8276090,21740999,15008544,2010,H,Center for Responsive Politics,,60
N00029788,Cynthia Marie Lummis (R-Wyo),5551023,24092999,14822011,2010,H,Center for Responsive Politics,,61
N00030608,Michael F. Bennet (D-Colo),4986027,19465000,12225513,2010,S,Center for Responsive Politics,,66
N00026043,Randy Neugebauer (R-Texas),5172075,17933997,11553036,2010,H,Center for Responsive Politics,,69
