cid,name,minvalue,maxvalue,avgvalue,year,chamber,origin,source,serialid
N00026840,Charles J. Melancon (D-La),402084,2554998,1478541,2005,H,Center for Responsive Politics,,236
N00003328,Thad Cochran (R-Miss),612052,2342999,1477525,2005,S,Center for Responsive Politics,,237
N00004745,Jerry Weller (R-Ill),590013,2299998,1445005,2005,H,Center for Responsive Politics,,239
N00000616,Joe Lieberman (I-Conn),508066,2050000,1279033,2005,S,Center for Responsive Politics,,250
N00004981,Dick Durbin (D-Ill),476041,2048998,1262519,2005,S,Center for Responsive Politics,,251
N00008091,Spencer Bachus (R-Ala),637534,1864514,1251024,2005,H,Center for Responsive Politics,,254
N00026341,Jim Costa (D-Calif),732008,1680999,1206503,2005,H,Center for Responsive Politics,,255
N00003264,Lincoln Davis (D-Tenn),750002,1500000,1125001,2005,H,Center for Responsive Politics,,261
N00027239,Daniel Lipinski (D-Ill),500045,1625000,1062522,2005,H,Center for Responsive Politics,,268
N00013873,John Boozman (R-Ark),598010,1515998,1057004,2005,H,Center for Responsive Politics,,269
N00009585,Adam Schiff (D-Calif),461023,1640999,1051011,2005,H,Center for Responsive Politics,,270
N00005559,Frank D. Lucas (R-Okla),325011,1504997,915004,2005,H,Center for Responsive Politics,,284
N00005681,Pete Sessions (R-Texas),368054,1404000,886027,2005,H,Center for Responsive Politics,,286
N00026050,Lisa Murkowski (R-Alaska),79042,1673998,876520,2005,S,Center for Responsive Politics,,287
N00001143,Gary Ackerman (D-NY),359018,1372997,866007,2005,H,Center for Responsive Politics,,288
N00000275,Barney Frank (D-Mass),422022,1305999,864010,2005,H,Center for Responsive Politics,,289
N00002269,Bob Etheridge (D-NC),408033,1271000,839516,2005,H,Center for Responsive Politics,,291
N00009774,Xavier Becerra (D-Calif),333040,1297000,815020,2005,H,Center for Responsive Politics,,293
N00000226,John F. Tierney (D-Mass),419019,1211000,815009,2005,H,Center for Responsive Politics,,294
N00007033,Bob Filner (D-Calif),399022,1213000,806011,2005,H,Center for Responsive Politics,,296
N00001764,Richard G. Lugar (R-Ind),294030,1297998,796014,2005,S,Center for Responsive Politics,,297
N00006652,Jim Gibbons (R-Nev),345040,1229000,787020,2005,H,Center for Responsive Politics,,298
N00003028,Robert B. Aderholt (R-Ala),441023,1122000,781511,2005,H,Center for Responsive Politics,,299
N00003689,Steve Chabot (R-Ohio),385027,1175000,780013,2005,H,Center for Responsive Politics,,300
N00001619,Robert A. Brady (D-Pa),480009,1053000,766504,2005,H,Center for Responsive Politics,,302
N00008188,Vic Snyder (D-Ark),403017,1122000,762508,2005,H,Center for Responsive Politics,,303
N00006103,Tom Tancredo (R-Colo),500001,1000000,750000,2005,H,Center for Responsive Politics,,305
N00003437,Jim Bunning (R-Ky),417004,1029999,723501,2005,S,Center for Responsive Politics,,307
N00002147,Robert C. Scott (D-Va),-122905,1554996,716045,2005,H,Center for Responsive Politics,,310
N00013855,Stephen F. Lynch (D-Mass),155008,1275998,715503,2005,H,Center for Responsive Politics,,311
N00001380,Rick Santorum (R-Pa),172013,1254998,713505,2005,S,Center for Responsive Politics,,312
N00003341,"Charles W. Chip"" Pickering Jr. (R-Miss)""",300009,1124999,712504,2005,H,Center for Responsive Politics,,313
N00005985,Henry Bonilla (R-Texas),321027,1041000,681013,2005,H,Center for Responsive Politics,,316
N00007390,George Miller (D-Calif),238014,1107998,673006,2005,H,Center for Responsive Politics,,319
N00002091,Larry Craig (R-Idaho),415004,901000,658002,2005,S,Center for Responsive Politics,,324
N00009795,Candice S. Miller (R-Mich),502013,804000,653006,2005,H,Center for Responsive Politics,,325
N00002807,Dave Weldon (R-Fla),341021,942000,641510,2005,H,Center for Responsive Politics,,329
N00003209,John J. Duncan Jr (R-Tenn),324016,946000,635008,2005,H,Center for Responsive Politics,,330
N00005233,Dennis Moore (D-Kan),349012,860000,604506,2005,H,Center for Responsive Politics,,338
N00012611,Mike Honda (D-Calif),316014,840000,578007,2005,H,Center for Responsive Politics,,340
N00005998,Solomon P. Ortiz (D-Texas),161009,964999,563004,2005,H,Center for Responsive Politics,,343
N00006242,Barbara Cubin (R-Wyo),289015,836000,562507,2005,H,Center for Responsive Politics,,344
N00013820,Chris Van Hollen (D-Md),287014,807000,547007,2005,H,Center for Responsive Politics,,348
N00013323,Sam Graves (R-Mo),247896,834880,541388,2005,H,Center for Responsive Politics,,351
N00004572,John Thune (R-SD),247023,830000,538511,2005,S,Center for Responsive Politics,,352
N00001821,Steny H. Hoyer (D-Md),332007,731000,531503,2005,H,Center for Responsive Politics,,353
N00026591,Ben Chandler (D-Ky),264012,794999,529505,2005,H,Center for Responsive Politics,,354
N00003545,Steven C. LaTourette (R-Ohio),300003,750000,525001,2005,H,Center for Responsive Politics,,355
N00005883,Kevin Brady (R-Texas),209030,839000,524015,2005,H,Center for Responsive Politics,,356
N00006249,Mike Enzi (R-Wyo),190036,853000,521518,2005,S,Center for Responsive Politics,,357
N00002073,Frank R. Wolf (R-Va),494549,543547,519048,2005,H,Center for Responsive Politics,,359
N00001422,John E. Peterson (R-Pa),249017,750999,500008,2005,H,Center for Responsive Politics,,362
N00006671,Lucille Roybal-Allard (D-Calif),284011,711000,497505,2005,H,Center for Responsive Politics,,363
N00012539,Mark Kirk (R-Ill),148008,844999,496503,2005,H,Center for Responsive Politics,,364
N00006397,Ed Pastor (D-Ariz),136012,814997,475504,2005,H,Center for Responsive Politics,,370
N00004884,Danny K. Davis (D-Ill),284008,661000,472504,2005,H,Center for Responsive Politics,,371
N00003522,Marcy Kaptur (D-Ohio),144016,780997,462506,2005,H,Center for Responsive Politics,,376
N00004403,Ron Kind (D-Wis),56019,866998,461508,2005,H,Center for Responsive Politics,,377
N00024874,Dennis Cardoza (D-Calif),73033,794999,434016,2005,H,Center for Responsive Politics,,385
N00004436,John Kline (R-Minn),194022,664000,429011,2005,H,Center for Responsive Politics,,386
N00003813,Pete Visclosky (D-Ind),211015,640000,425507,2005,H,Center for Responsive Politics,,387
N00002200,Robert C. Byrd (D-WVa),231005,616000,423502,2005,S,Center for Responsive Politics,,388
N00007999,Don Young (R-Alaska),231007,566000,398503,2005,H,Center for Responsive Politics,,393
N00004489,Martin Olav Sabo (D-Minn),173019,595000,384009,2005,H,Center for Responsive Politics,,397
N00012457,Jesse Jackson Jr. (D-Ill),166014,567000,366507,2005,H,Center for Responsive Politics,,405
N00024770,Mike Michaud (D-Maine),173012,545000,359006,2005,H,Center for Responsive Politics,,406
N00001725,Jay Inslee (D-Wash),143018,571000,357009,2005,H,Center for Responsive Politics,,407
N00006134,Diana DeGette (D-Colo),121024,591000,356012,2005,H,Center for Responsive Politics,,408
N00026885,Dave Reichert (R-Wash),177008,530000,353504,2005,H,Center for Responsive Politics,,409
N00000534,James M. Jeffords (I-Vt),16012,689999,353005,2005,S,Center for Responsive Politics,,410
N00007151,Dana Rohrabacher (R-Calif),-83785,776210,346212,2005,H,Center for Responsive Politics,,413
N00004615,Byron L. Dorgan (D-ND),-116471,782498,333013,2005,S,Center for Responsive Politics,,417
N00000826,Robert E. Andrews (D-NJ),238895,407888,323391,2005,H,Center for Responsive Politics,,420
N00001427,Phil English (R-Pa),136012,482000,309006,2005,H,Center for Responsive Politics,,424
N00001222,Maurice Hinchey (D-NY),166006,417000,291503,2005,H,Center for Responsive Politics,,427
N99999918,Clarence Thomas,150002,410000,280001,2005,J,Center for Responsive Politics,,429
N00007918,Norm Dicks (D-Wash),141008,415000,278004,2005,H,Center for Responsive Politics,,430
N00003572,Dennis J. Kucinich (D-Ohio),86004,461997,274000,2005,H,Center for Responsive Politics,,431
N00004070,Dale E. Kildee (D-Mich),114009,360000,237004,2005,H,Center for Responsive Politics,,443
N00008113,Earl Pomeroy (D-ND),114009,360000,237004,2005,H,Center for Responsive Politics,,444
N00004638,Conrad Burns (R-Mont),121009,340000,230504,2005,S,Center for Responsive Politics,,450
N00004255,Jim Nussle (R-Iowa),154129,304128,229128,2005,H,Center for Responsive Politics,,451
N00004005,Carolyn Cheeks Kilpatrick (D-Mich),72017,381000,226508,2005,H,Center for Responsive Politics,,452
N00004933,Ray LaHood (R-Ill),15004,419997,217500,2005,H,Center for Responsive Politics,,455
N00004118,Deborah Ann Stabenow (D-Mich),116003,316000,216001,2005,S,Center for Responsive Politics,,457
N00001373,Mike Doyle (D-Pa),35003,374998,205000,2005,H,Center for Responsive Politics,,460
N00007556,John T. Doolittle (R-Calif),63015,335000,199007,2005,H,Center for Responsive Politics,,463
N00002674,Sanford D. Bishop Jr. (D-Ga),-12988,379998,183505,2005,H,Center for Responsive Politics,,467
N00003532,Bob Ney (R-Ohio),100002,251000,175501,2005,H,Center for Responsive Politics,,470
N00007248,Devin Nunes (R-Calif),100001,250000,175000,2005,H,Center for Responsive Politics,,471
N00026627,Patrick McHenry (R-NC),-136989,485998,174504,2005,H,Center for Responsive Politics,,472
N00009759,Rick Larsen (D-Wash),54015,288000,171007,2005,H,Center for Responsive Politics,,473
N00002012,Wayne T. Gilchrest (R-Md),43015,295000,169007,2005,H,Center for Responsive Politics,,474
N00001127,Joseph Crowley (D-NY),48007,279999,164003,2005,H,Center for Responsive Politics,,475
N00004956,Jerry F. Costello (D-Ill),22010,304999,163504,2005,H,Center for Responsive Politics,,477
N00002511,Cynthia A. McKinney (D-Ga),1,219998,109999,2005,H,Center for Responsive Politics,,497
N00002327,Sue Myrick (R-NC),-3995,214999,105502,2005,H,Center for Responsive Politics,,499
N00004394,David R. Obey (D-Wis),35007,175000,105003,2005,H,Center for Responsive Politics,,501
N00009918,Patrick Leahy (D-Vt),34006,160000,97003,2005,S,Center for Responsive Politics,,503
N00000699,Robert Menendez (D-NJ),-97996,279999,91001,2005,S,Center for Responsive Politics,,505
N00000360,Patrick J. Kennedy (D-RI),52003,130000,91001,2005,H,Center for Responsive Politics,,506
N00003218,Harold E. Ford Jr. (D-Tenn),22008,155000,88504,2005,H,Center for Responsive Politics,,508
N00004558,Collin C. Peterson (D-Minn),16003,149999,83001,2005,H,Center for Responsive Politics,,509
N00001171,Gregory W. Meeks (D-NY),30003,101000,65501,2005,H,Center for Responsive Politics,,519
N00008122,Eddie Bernice Johnson (D-Texas),19006,111000,65003,2005,H,Center for Responsive Politics,,520
N00002685,Saxby Chambliss (R-Ga),2003,114999,58501,2005,S,Center for Responsive Politics,,522
N00002356,Mike McIntyre (D-NC),18004,95000,56502,2005,H,Center for Responsive Politics,,523
N00008028,Sam Johnson (R-Texas),18004,95000,56502,2005,H,Center for Responsive Politics,,525
N00025280,Tim Ryan (D-Ohio),18004,95000,56502,2005,H,Center for Responsive Politics,,527
N00000652,Christopher Shays (R-Conn),17005,82000,49502,2005,H,Center for Responsive Politics,,529
N00002577,John Lewis (D-Ga),5005,75000,40002,2005,H,Center for Responsive Politics,,536
N99999915,Sonia Sotomayor,15001,65000,40000,2005,J,Center for Responsive Politics,,539
N00024875,Melissa Bean (D-Ill),-239975,264999,12512,2005,H,Center for Responsive Politics,,544
N00003758,Julia Carson (D-Ind),1003,17000,9001,2005,H,Center for Responsive Politics,,545
N00009821,John E. Sweeney (R-NY),1002,16000,8501,2005,H,Center for Responsive Politics,,546
N00007665,Neil Abercrombie (D-Hawaii),1001,15000,8000,2005,H,Center for Responsive Politics,,547
N00007256,Bill Thomas (R-Calif),0,0,0,2005,H,Center for Responsive Politics,,553
N00006052,Mac Thornberry (R-Texas),-197997,164998,-16499,2005,H,Center for Responsive Politics,,558
N00024870,Linda Sanchez (D-Calif),-50000,-15001,-32500,2005,H,Center for Responsive Politics,,560
N00001849,Albert R. Wynn (D-Md),-63999,-10001,-37000,2005,H,Center for Responsive Politics,,562
N00024862,Geoff Davis (R-Ky),-181993,96999,-42497,2005,H,Center for Responsive Politics,,565
N00005960,Charlie A. Gonzalez (D-Texas),-149998,59997,-45000,2005,H,Center for Responsive Politics,,568
N00001669,Joseph R. Biden Jr. (D-Del),-306984,211997,-47493,2005,S,Center for Responsive Politics,,570
N00025292,Rob Bishop (R-Utah),-112998,-10002,-61500,2005,H,Center for Responsive Politics,,571
N00025337,Mario Diaz-Balart (R-Fla),-249999,119997,-65001,2005,H,Center for Responsive Politics,,572
N00005892,Tom DeLay (R-Texas),-1999996,-834005,-1417000,2005,H,Center for Responsive Politics,,584
N00002884,Alcee L. Hastings (D-Fla),-7348999,-2115006,-4732002,2005,H,Center for Responsive Politics,,585
N00004309,Herb Kohl (D-Wis),274018029,354578999,314298514,2005,S,Center for Responsive Politics,,2
N00006750,Jane Harman (D-Calif),170001654,294795002,232398328,2005,H,Center for Responsive Politics,,4
N00009945,Jon S. Corzine (D-NJ),67147043,248830000,157988521,2005,S,Center for Responsive Politics,,6
N99999986,William H. Donaldson,46306123,191390002,118848062,2005,E,Center for Responsive Politics,,7
N99999977,Samuel W. Bodman III,66548052,117320000,91934026,2005,E,Center for Responsive Politics,,9
N99999987,John W. Snow,39800037,109075001,74437519,2005,E,Center for Responsive Politics,,11
N00002383,Charles H. Taylor (R-NC),56056018,77341001,66698509,2005,H,Center for Responsive Politics,,13
N99999959,Daniel Bartlett,21964047,98410000,60187023,2005,E,Center for Responsive Politics,,15
N00002877,E. Clay Shaw Jr. (R-Fla),6811025,36389999,21600512,2005,H,Center for Responsive Politics,,42
N99999960,Michael Leavitt,7131045,33914996,20523020,2005,E,Center for Responsive Politics,,43
N00006932,David Dreier (R-Calif),6646055,29018000,17832027,2005,H,Center for Responsive Politics,,49
N00003660,Paul E. Gillmor (R-Ohio),6164038,27837000,17000519,2005,H,Center for Responsive Politics,,51
N00013869,Michael E. Sodrel (R-Ind),5618943,27103936,16361439,2005,H,Center for Responsive Politics,,52
N00000615,Rosa L. DeLauro (D-Conn),5654033,26904998,16279515,2005,H,Center for Responsive Politics,,53
N99999920,David H. Souter,5615004,26330000,15972502,2005,J,Center for Responsive Politics,,54
N00002593,Johnny Isakson (R-Ga),7531072,21508999,14520035,2005,S,Center for Responsive Politics,,57
N00026043,Randy Neugebauer (R-Texas),5153153,20829997,12991575,2005,H,Center for Responsive Politics,,59
N00005329,Ben Nelson (D-Neb),6654051,18943001,12798526,2005,S,Center for Responsive Politics,,60
N99999995,I. Lewis Libby,5799034,18494998,12147016,2005,E,Center for Responsive Politics,,62
N99999925,Stephen G. Breyer,4375065,15940000,10157532,2005,J,Center for Responsive Politics,,67
N00004133,Fred Upton (R-Mich),4387070,15881000,10134035,2005,H,Center for Responsive Politics,,68
N00003682,Rob Portman,6139063,14110000,10124531,2005,E,Center for Responsive Politics,,69
N00002214,Alan B. Mollohan (D-WVa),-6801974,26930989,10064507,2005,H,Center for Responsive Politics,,70
N99999996,Clay Johnson III,4448049,12520000,8484024,2005,E,Center for Responsive Politics,,76
N00025443,Bob Beauprez (R-Colo),1585015,15260993,8423004,2005,H,Center for Responsive Politics,,77
N00001020,Sue Kelly (R-NY),924055,15586997,8255526,2005,H,Center for Responsive Politics,,79
N00009637,"C. L. Butch"" Otter (R-Idaho)""",3877089,12158000,8017544,2005,H,Center for Responsive Politics,,80
N00007584,Wally Herger (R-Calif),2865006,11800000,7332503,2005,H,Center for Responsive Politics,,84
N00007397,Pete Stark (D-Calif),-16551978,31044998,7246510,2005,H,Center for Responsive Politics,,85
N00004484,Jim Ramstad (R-Minn),2542018,11765997,7154007,2005,H,Center for Responsive Politics,,86
N00006423,Trent Franks (R-Ariz),2350004,10750000,6550002,2005,H,Center for Responsive Politics,,87
N00003083,Terry Everett (R-Ala),3842041,8982000,6412020,2005,H,Center for Responsive Politics,,89
N00006347,Robert F. Bennett (R-Utah),-21303968,32854998,5775515,2005,S,Center for Responsive Politics,,97
N00005244,Sam Brownback (R-Kan),2331070,9207999,5769534,2005,S,Center for Responsive Politics,,98
N00009771,Shelley Moore Capito (R-WVa),1861071,9091998,5476534,2005,H,Center for Responsive Politics,,101
N00003254,John Tanner (D-Tenn),2354053,8517000,5435526,2005,H,Center for Responsive Politics,,102
N99999966,Stephen J. Hadley,3066067,7340000,5203033,2005,E,Center for Responsive Politics,,108
N00004227,Tom Latham (R-Iowa),2346014,7950999,5148506,2005,H,Center for Responsive Politics,,110
N00002061,John W. Warner (R-Va),4051053,6229005,5140029,2005,S,Center for Responsive Politics,,111
N00007382,Tom Lantos (D-Calif),1761026,8141998,4951512,2005,H,Center for Responsive Politics,,113
N00007724,Ron Wyden (D-Ore),2549013,7310001,4929507,2005,S,Center for Responsive Politics,,114
N00008619,Steven R. Rothman (D-NJ),2660091,7052000,4856045,2005,H,Center for Responsive Politics,,116
N99999922,John G. Roberts,2835040,6875000,4855020,2005,J,Center for Responsive Politics,,117
N00005301,Chuck Hagel (R-Neb),2183015,7496000,4839507,2005,S,Center for Responsive Politics,,118
N00004128,Joe Schwarz (R-Mich),2013012,7644999,4829005,2005,H,Center for Responsive Politics,,119
N00009926,Bill Nelson (D-Fla),2083016,7398000,4740508,2005,S,Center for Responsive Politics,,120
N00003675,John Boehner (R-Ohio),2025029,7425000,4725014,2005,H,Center for Responsive Politics,,121
N00006349,Chris Cannon (R-Utah),1883013,7394999,4639006,2005,H,Center for Responsive Politics,,122
N00005675,Kay Bailey Hutchison (R-Texas),2457105,6713000,4585052,2005,S,Center for Responsive Politics,,124
N00013131,Eric Cantor (R-Va),2163162,6796000,4479581,2005,H,Center for Responsive Politics,,125
N00003126,Bart Gordon (D-Tenn),2980098,5622070,4301084,2005,H,Center for Responsive Politics,,126
N00001509,Paul E. Kanjorski (D-Pa),1783010,6794999,4289004,2005,H,Center for Responsive Politics,,127
N00005455,Marion Berry (D-Ark),1482012,6881999,4182005,2005,H,Center for Responsive Politics,,128
N00002017,Roscoe G. Bartlett (R-Md),1700007,6600000,4150003,2005,H,Center for Responsive Politics,,129
N00007690,Greg Walden (R-Ore),1353020,6829998,4091509,2005,H,Center for Responsive Politics,,131
N00003132,Jim Cooper (D-Tenn),2547040,5631000,4089020,2005,H,Center for Responsive Politics,,132
N00026686,Al Green (D-Texas),1365011,6750999,4058005,2005,H,Center for Responsive Politics,,135
N00003202,Bill Jenkins (R-Tenn),2523024,5495000,4009012,2005,H,Center for Responsive Politics,,136
N00009922,Harry Reid (D-Nev),2150055,5263998,3707026,2005,S,Center for Responsive Politics,,142
N00009608,Rob Simmons (R-Conn),1892092,5395999,3644045,2005,H,Center for Responsive Politics,,143
N00001758,Chuck Grassley (R-Iowa),2135053,5125999,3630526,2005,S,Center for Responsive Politics,,144
N00007727,Earl Blumenauer (D-Ore),1653040,5484993,3569016,2005,H,Center for Responsive Politics,,145
N00004762,Judy Biggert (R-Ill),1604078,5309999,3457038,2005,H,Center for Responsive Politics,,148
N00007068,Mary Bono (R-Calif),1463154,5148000,3305577,2005,H,Center for Responsive Politics,,150
N00007422,Ellen O. Tauscher (D-Calif),1101005,5389999,3245502,2005,H,Center for Responsive Politics,,152
N00024931,Rick Renzi (R-Ariz),1003005,5444999,3224002,2005,H,Center for Responsive Politics,,153
N00027281,Thelma Drake (R-Va),1367040,5066998,3217019,2005,H,Center for Responsive Politics,,154
N99999972,Michael Chertoff,1653044,4045000,2849022,2005,E,Center for Responsive Politics,,160
N00002610,Nathan Deal (R-Ga),-2564089,8220900,2828405,2005,H,Center for Responsive Politics,,162
N00001955,Ben Cardin (D-Md),1541061,4016000,2778530,2005,H,Center for Responsive Politics,,166
N00000010,Dan Burton (R-Ind),1765011,3700000,2732505,2005,H,Center for Responsive Politics,,168
N00000179,James P. McGovern (D-Mass),518006,4929998,2724002,2005,H,Center for Responsive Politics,,169
N00024922,Jeb Hensarling (R-Texas),1681031,3745000,2713015,2005,H,Center for Responsive Politics,,170
N00025095,John Carter (R-Texas),585001,4824997,2704999,2005,H,Center for Responsive Politics,,171
N00005645,Ralph M. Hall (D-Texas),1581012,3766999,2674005,2005,H,Center for Responsive Politics,,172
N00001148,Carolyn McCarthy (D-NY),668245,4666999,2667622,2005,H,Center for Responsive Politics,,173
N00003467,Ed Whitfield (R-Ky),1252042,3807999,2530020,2005,H,Center for Responsive Politics,,178
N00009635,Jim Marshall (D-Ga),1497040,3507000,2502020,2005,H,Center for Responsive Politics,,179
N00005395,Mary L. Landrieu (D-La),1311023,3674996,2493009,2005,S,Center for Responsive Politics,,183
N00008274,Loretta Sanchez (D-Calif),73011,4769998,2421504,2005,H,Center for Responsive Politics,,184
N00026041,Mike Conaway (R-Texas),98103,4727998,2413050,2005,H,Center for Responsive Politics,,185
N00009082,Wayne Allard (R-Colo),1295011,3449999,2372505,2005,S,Center for Responsive Politics,,187
N00026786,Bobby Jindal (R-La),1183049,3170000,2176524,2005,H,Center for Responsive Politics,,194
N00005906,Ron Paul (R-Texas),1162037,3032000,2097018,2005,H,Center for Responsive Politics,,198
N00001579,Allyson Schwartz (D-Pa),1203033,2970000,2086516,2005,H,Center for Responsive Politics,,199
N00009604,Susan A. Davis (D-Calif),1049055,3038999,2044027,2005,H,Center for Responsive Politics,,202
N00003062,Jeff Sessions (R-Ala),977069,3007000,1992034,2005,S,Center for Responsive Politics,,203
N00025482,Dutch Ruppersberger (D-Md),1132021,2730000,1931010,2005,H,Center for Responsive Politics,,205
N00027523,Albio Sires (D-NJ),1075008,2649999,1862503,2005,H,Center for Responsive Politics,,209
N00009638,Barack Obama (D-Ill),1100008,2500000,1800004,2005,S,Center for Responsive Politics,,214
N00004357,Paul Ryan (R-Wis),705101,2850000,1777550,2005,H,Center for Responsive Politics,,215
N00006546,Heather Wilson (R-NM),483345,3034307,1758826,2005,H,Center for Responsive Politics,,217
N00003583,George V. Voinovich (R-Ohio),809057,2661000,1735028,2005,S,Center for Responsive Politics,,220
N00009659,David Vitter (R-La),775072,2686000,1730536,2005,S,Center for Responsive Politics,,221
N00002247,Howard Coble (R-NC),1017725,2412684,1715204,2005,H,Center for Responsive Politics,,222
N00024866,Madeleine Z. Bordallo (D-Guam),865006,2499999,1682502,2005,H,Center for Responsive Politics,,227
N00003329,Trent Lott (R-Miss),1181044,2175019,1678031,2005,S,Center for Responsive Politics,,228
N00007653,Daniel K. Akaka (D-Hawaii),1046007,2168000,1607003,2005,S,Center for Responsive Politics,,231
N00013837,Gresham Barrett (R-SC),513012,1196000,854506,2005,H,Center for Responsive Politics,,290
N00025413,Timothy H. Bishop (D-NY),531005,1115000,823002,2005,H,Center for Responsive Politics,,292
