cid,name,minvalue,maxvalue,avgvalue,year,chamber,origin,source,serialid
N99999946,Mary L. Schapiro,11248083,42045000,26646541,2008,E,Center for Responsive Politics,,34
N00009888,Lamar Alexander (R-Tenn),11125905,40483870,25804887,2008,S,Center for Responsive Politics,,35
N00027565,John Campbell (R-Calif),9808079,38672000,24240039,2008,H,Center for Responsive Politics,,36
N00012672,Steve Pearce (R-NM),8382014,37980000,23181007,2008,H,Center for Responsive Politics,,37
N00027694,Claire McCaskill (D-Mo),16037210,29224005,22630607,2008,S,Center for Responsive Politics,,38
N00000019,Hillary Clinton,7244016,35660000,21452008,2008,E,Center for Responsive Politics,,39
N00029617,Kay R Hagan (D-NC),4438507,38247983,21343245,2008,S,Center for Responsive Politics,,40
N00006424,John McCain (R-Ariz),14178177,26217002,20197589,2008,S,Center for Responsive Politics,,41
N00008071,Elizabeth Dole (R-NC),9035044,30758000,19896522,2008,S,Center for Responsive Politics,,42
N00002492,John M Spratt Jr (D-SC),6279019,32806993,19543006,2008,H,Center for Responsive Politics,,43
N99999924,Ruth Bader Ginsburg,7215013,29580000,18397506,2008,J,Center for Responsive Politics,,44
N00029139,Bill Foster (D-Ill),6637024,28855000,17746012,2008,H,Center for Responsive Politics,,45
N00006932,David Dreier (R-Calif),6389052,28488000,17438526,2008,H,Center for Responsive Politics,,46
N00003389,Mitch McConnell (R-Ky),2002038,31955998,16979018,2008,S,Center for Responsive Politics,,47
N00004133,Fred Upton (R-Mich),6628134,27321000,16974567,2008,H,Center for Responsive Politics,,48
N99999920,David H. Souter,6215006,27625000,16920003,2008,J,Center for Responsive Politics,,49
N99999984,Elaine L. Chao,1950035,31824998,16887516,2008,E,Center for Responsive Politics,,50
N00006349,Chris Cannon (R-Utah),6117012,27431000,16774006,2008,H,Center for Responsive Politics,,51
N00030608,Michael F Bennet (D-Colo),5974018,27403000,16688509,2008,S,Center for Responsive Politics,,52
N00000615,Rosa L DeLauro (D-Conn),5748021,26804999,16276510,2008,H,Center for Responsive Politics,,53
N00002599,John Linder (R-Ga),5950015,26499996,16225005,2008,H,Center for Responsive Politics,,54
N00030198,Christopher J Lee (R-NY),7385130,19525000,13455065,2008,H,Center for Responsive Politics,,55
N00029649,Jackie Speier (D-Calif),5672063,21093000,13382531,2008,H,Center for Responsive Politics,,56
N00004207,Tom Harkin (D-Iowa),8395114,18351001,13373057,2008,S,Center for Responsive Politics,,57
N00027618,Steve Kagen (D-Wis),7100083,19577000,13338541,2008,H,Center for Responsive Politics,,58
N99999927,Margaret A. Hamburg,-5184957,31225012,13020027,2008,E,Center for Responsive Politics,,59
N00006023,Lloyd Doggett (D-Texas),6893095,19144999,13019047,2008,H,Center for Responsive Politics,,60
N00004291,F. James Sensenbrenner Jr. (R-Wis),10929640,15106585,13018112,2008,H,Center for Responsive Politics,,61
N00005329,Ben Nelson (D-Neb),6949062,17953000,12451031,2008,S,Center for Responsive Politics,,62
N00004426,Tom Petri (R-Wis),1089033,23610999,12350016,2008,H,Center for Responsive Politics,,63
N00026160,Tom Price (R-Ga),7114708,17281686,12198197,2008,H,Center for Responsive Politics,,64
N00006423,Trent Franks (R-Ariz),4100005,20250000,12175002,2008,H,Center for Responsive Politics,,65
N99999942,Eric H. Holder,4557024,18430000,11493512,2008,E,Center for Responsive Politics,,66
N00026043,Randy Neugebauer (R-Texas),5381066,16902998,11142032,2008,H,Center for Responsive Politics,,67
N00002214,Alan B Mollohan (D-WVa),-1217981,22330993,10556506,2008,H,Center for Responsive Politics,,68
N99999960,Michael Leavitt,4592063,16330000,10461031,2008,E,Center for Responsive Politics,,69
N00030191,Dina Titus (D-Nev),4330080,15802000,10066040,2008,H,Center for Responsive Politics,,70
N00009818,Shelley Berkley (D-Nev),2706647,17178582,9942614,2008,H,Center for Responsive Politics,,71
N00003725,Dave Hobson (R-Ohio),4079095,15539000,9809047,2008,H,Center for Responsive Politics,,72
N00002593,Johnny Isakson (R-Ga),6340077,12832000,9586038,2008,S,Center for Responsive Politics,,73
N00008072,George W. Bush (R),1147036,17829999,9488517,2008,E,Center for Responsive Politics,,74
N00028073,John A Yarmuth (D-Ky),2750009,16049999,9400004,2008,H,Center for Responsive Politics,,75
N00029917,Parker Griffith (D-Ala),1627034,16829997,9228515,2008,H,Center for Responsive Politics,,76
N00030682,Scott Murphy (D-NY),3986080,13866996,8926538,2008,H,Center for Responsive Politics,,77
N00027533,Sheldon Whitehouse (D-RI),3887168,13505999,8696583,2008,S,Center for Responsive Politics,,78
N00030767,Ted Kaufman (D-Del),7968109,7968109,7968109,2008,S,Center for Responsive Politics,,79
N00002743,Allen Boyd (D-Fla),2968013,12795999,7882006,2008,H,Center for Responsive Politics,,80
N00006288,Walt Minnick (D-Idaho),-267941,15965997,7849028,2008,H,Center for Responsive Politics,,81
N00007584,Wally Herger (R-Calif),3200458,12298449,7749453,2008,H,Center for Responsive Politics,,82
N99999925,Stephen G. Breyer,3760061,11725000,7742530,2008,J,Center for Responsive Politics,,83
N00007124,Christopher Cox,4263016,10745001,7504008,2008,E,Center for Responsive Politics,,84
N00009920,Richard C Shelby (R-Ala),4429024,10318002,7373513,2008,S,Center for Responsive Politics,,85
N00006518,Jeff Bingaman (D-NM),4434112,10178001,7306056,2008,S,Center for Responsive Politics,,86
N99999958,Robert Gates,2623043,11945000,7284021,2008,E,Center for Responsive Politics,,87
N00003083,Terry Everett (R-Ala),4342047,10131000,7236523,2008,H,Center for Responsive Politics,,88
N00003528,Charlie Wilson (D-Ohio),1711059,11839999,6775529,2008,H,Center for Responsive Politics,,89
N00009618,Adam H Putnam (R-Fla),3338027,10095000,6716513,2008,H,Center for Responsive Politics,,90
N00005301,Chuck Hagel (R-Neb),2376013,10916000,6646006,2008,S,Center for Responsive Politics,,91
N00000444,Judd Gregg (R-NH),2979080,10170000,6574540,2008,S,Center for Responsive Politics,,92
N00003254,John Tanner (D-Tenn),2199037,10889000,6544018,2008,H,Center for Responsive Politics,,93
N00029679,John Fleming (R-La),1195154,11882090,6538622,2008,H,Center for Responsive Politics,,94
N00027655,Heath Shuler (D-NC),1979036,11060998,6520017,2008,H,Center for Responsive Politics,,95
N00006236,John A Barrasso (R-Wyo),3254016,9710000,6482008,2008,S,Center for Responsive Politics,,96
N00002793,John L Mica (R-Fla),3201011,9600999,6401005,2008,H,Center for Responsive Politics,,97
N00005582,James M. Inhofe (R-Okla),2849047,9914999,6382023,2008,S,Center for Responsive Politics,,98
N00029016,Al Franken (D-Minn),3793056,8633000,6213028,2008,S,Center for Responsive Politics,,99
N00027804,Tim Mahoney (D-Fla),3022025,9330000,6176012,2008,H,Center for Responsive Politics,,100
N00002083,Jim Moran (D-Va),1097026,11254996,6176011,2008,H,Center for Responsive Politics,,101
N00005244,Sam Brownback (R-Kan),3108065,9229001,6168533,2008,S,Center for Responsive Politics,,102
N00007836,Maria Cantwell (D-Wash),2004014,10270999,6137506,2008,S,Center for Responsive Politics,,103
N00002428,Henry Brown (R-SC),2733021,9144999,5939010,2008,H,Center for Responsive Politics,,104
N00027526,Jean Schmidt (R-Ohio),2792039,9030000,5911019,2008,H,Center for Responsive Politics,,105
N00002061,John W. Warner (R-Va),5803865,5869862,5836863,2008,S,Center for Responsive Politics,,106
N00026166,Virginia Foxx (R-NC),2637053,8982000,5809526,2008,H,Center for Responsive Politics,,107
N00000515,Peter Welch (D-Vt),2486061,8973000,5729530,2008,H,Center for Responsive Politics,,108
N99999948,Steven Chu,3445052,7775000,5610026,2008,E,Center for Responsive Politics,,109
N99999966,Stephen J. Hadley,3621075,7440001,5530538,2008,E,Center for Responsive Politics,,110
N00001806,James L Oberstar (D-Minn),3202076,7757000,5479538,2008,H,Center for Responsive Politics,,111
N00030071,Kurt Schrader (D-Ore),3157042,7567977,5362509,2008,H,Center for Responsive Politics,,112
N00001811,Lamar Smith (R-Texas),2807391,7812381,5309886,2008,H,Center for Responsive Politics,,113
N00009775,Michael N. Castle (R-Del),2699164,7888000,5293582,2008,H,Center for Responsive Politics,,114
N00004227,Tom Latham (R-Iowa),2396012,7916000,5156006,2008,H,Center for Responsive Politics,,115
N00029838,Bobby Bright (D-Ala),1810046,8479998,5145022,2008,H,Center for Responsive Politics,,116
N00002782,Cliff Stearns (R-Fla),1853032,8398997,5126014,2008,H,Center for Responsive Politics,,117
N00029026,Niki Tsongas (D-Mass),1845054,7999999,4922526,2008,H,Center for Responsive Politics,,118
N00007724,Ron Wyden (D-Ore),3785024,5850002,4817513,2008,S,Center for Responsive Politics,,119
N00005675,Kay Bailey Hutchison (R-Texas),2755089,6805000,4780044,2008,S,Center for Responsive Politics,,120
N00029370,Suzanne Kosmas (D-Fla),3379729,5965715,4672722,2008,H,Center for Responsive Politics,,121
N00003132,Jim Cooper (D-Tenn),2830043,6478000,4654021,2008,H,Center for Responsive Politics,,122
N00024760,Phil Gingrey (R-Ga),2140040,7086995,4613517,2008,H,Center for Responsive Politics,,123
N00009922,Harry Reid (D-Nev),2827056,6307999,4567527,2008,S,Center for Responsive Politics,,124
N00024866,Madeleine Z Bordallo (D-Guam),1780006,7349999,4565002,2008,H,Center for Responsive Politics,,125
N00026686,Al Green (D-Texas),1652011,7379999,4516005,2008,H,Center for Responsive Politics,,126
N00006619,John Ensign (R-Nev),1961799,6839791,4400795,2008,S,Center for Responsive Politics,,127
N00001509,Paul E Kanjorski (D-Pa),1847011,6865999,4356505,2008,H,Center for Responsive Politics,,128
N00006347,Robert F Bennett (R-Utah),-22219975,30904998,4342511,2008,S,Center for Responsive Politics,,129
N99999919,John Paul Stevens,1790014,6865000,4327507,2008,J,Center for Responsive Politics,,130
N00012739,Ander Crenshaw (R-Fla),1794019,6860000,4327009,2008,H,Center for Responsive Politics,,131
N00002017,Roscoe G Bartlett (R-Md),1802011,6830000,4316005,2008,H,Center for Responsive Politics,,132
N00007397,Pete Stark (D-Calif),-18783980,27374997,4295508,2008,H,Center for Responsive Politics,,133
N00013131,Eric Cantor (R-Va),1853155,6707999,4280577,2008,H,Center for Responsive Politics,,134
N00012560,Jon Porter (R-Nev),2586027,5890000,4238013,2008,H,Center for Responsive Politics,,135
N00008086,Dave Camp (R-Mich),2318100,6096000,4207050,2008,H,Center for Responsive Politics,,136
N00003675,John Boehner (R-Ohio),1700021,6626000,4163010,2008,H,Center for Responsive Politics,,137
N00026264,Luis Fortuno (R-PR),1656021,6518000,4087010,2008,H,Center for Responsive Politics,,138
N00009926,Bill Nelson (D-Fla),1631010,6419000,4025005,2008,S,Center for Responsive Politics,,139
N00012508,Tom Carper (D-Del),2016115,5969999,3993057,2008,S,Center for Responsive Politics,,140
N00005455,Marion Berry (D-Ark),1367010,6581999,3974504,2008,H,Center for Responsive Politics,,141
N00006515,Pete V. Domenici (R-NM),1554017,6394000,3974008,2008,S,Center for Responsive Politics,,142
N00007099,Ken Calvert (R-Calif),-1864989,9789995,3962503,2008,H,Center for Responsive Politics,,143
N00028058,James Webb (D-Va),512305,7379997,3946151,2008,S,Center for Responsive Politics,,144
N00002610,Nathan Deal (R-Ga),-6396919,14053073,3828077,2008,H,Center for Responsive Politics,,145
N00026080,John Barrow (D-Ga),1550003,6100000,3825001,2008,H,Center for Responsive Politics,,146
N00008619,Steven R Rothman (D-NJ),2099071,5512000,3805535,2008,H,Center for Responsive Politics,,147
N99999940,Shaun L.S. Donovan,1469007,6094999,3782003,2008,E,Center for Responsive Politics,,148
N00001148,Carolyn McCarthy (D-NY),1749396,5785393,3767394,2008,H,Center for Responsive Politics,,149
N00001758,Chuck Grassley (R-Iowa),2141058,5266999,3704028,2008,S,Center for Responsive Politics,,150
N00009638,Barack Obama (D),1416010,5915000,3665505,2008,E,Center for Responsive Politics,,151
N00003473,Hal Rogers (R-Ky),1577623,5718614,3648118,2008,H,Center for Responsive Politics,,152
N00007727,Earl Blumenauer (D-Ore),1625045,5604993,3615019,2008,H,Center for Responsive Politics,,153
N00029692,Travis W Childers (D-Miss),1426033,5695991,3561012,2008,H,Center for Responsive Politics,,154
N00001604,Arlen Specter (D-Pa),1334009,5762000,3548004,2008,S,Center for Responsive Politics,,155
N00008032,Kenny Hulshof (R-Mo),1215035,5809000,3512017,2008,H,Center for Responsive Politics,,156
N99999934,Gary F. Locke,1496183,5415000,3455591,2008,E,Center for Responsive Politics,,157
N00024790,Jeanne Shaheen (D-NH),1444938,5427913,3436425,2008,S,Center for Responsive Politics,,158
N99999937,Kathleen Sebelius,1209013,5660000,3434506,2008,E,Center for Responsive Politics,,159
N99999908,Robert S Mueller,1607134,5255000,3431067,2008,E,Center for Responsive Politics,,160
N00025330,Jo Bonner (R-Ala),1142025,5700999,3421512,2008,H,Center for Responsive Politics,,161
N00001762,Daniel K. Inouye (D-Hawaii),2144018,4695999,3420008,2008,S,Center for Responsive Politics,,162
N00028463,Phil Roe (R-Tenn),2964069,3848060,3406064,2008,H,Center for Responsive Politics,,163
N00004762,Judy Biggert (R-Ill),1708054,5095999,3402026,2008,H,Center for Responsive Politics,,164
N99999933,Ronald Kirk,1932059,4855000,3393529,2008,E,Center for Responsive Politics,,165
N00029128,Betsy Markey (D-Colo),1121020,5654999,3388009,2008,H,Center for Responsive Politics,,166
N00027281,Thelma Drake (R-Va),2010040,4703000,3356520,2008,H,Center for Responsive Politics,,167
N00027778,Mary Jo Kilroy (D-Ohio),1481083,5185998,3333540,2008,H,Center for Responsive Politics,,168
N00006546,Heather Wilson (R-NM),2043965,4580933,3312449,2008,H,Center for Responsive Politics,,169
N00008758,Dave Davis (R-Tenn),1094021,5413000,3253510,2008,H,Center for Responsive Politics,,170
N00009869,Orrin G Hatch (R-Utah),1791065,4699000,3245032,2008,S,Center for Responsive Politics,,171
N00029070,Jim Himes (D-Conn),1852055,4580000,3216027,2008,H,Center for Responsive Politics,,172
N00006692,Barbara Boxer (D-Calif),1118007,5299000,3208503,2008,S,Center for Responsive Politics,,173
N00025726,Tom Cole (R-Okla),1707092,4661000,3184046,2008,H,Center for Responsive Politics,,174
N00030026,Blaine Luetkemeyer (R-Mo),-3147992,9480998,3166503,2008,H,Center for Responsive Politics,,175
N00000751,Bill Pascrell Jr (D-NJ),1858046,4426000,3142023,2008,H,Center for Responsive Politics,,176
N00006561,Tom Udall (D-NM),1767063,4464000,3115531,2008,S,Center for Responsive Politics,,177
N00004045,Joe Knollenberg (R-Mich),2652984,3522979,3087981,2008,H,Center for Responsive Politics,,178
N00026341,Jim Costa (D-Calif),381006,5764998,3073002,2008,H,Center for Responsive Politics,,179
N99999945,Eric K. Shinseki,1512089,4574998,3043543,2008,E,Center for Responsive Politics,,180
N00024931,Rick Renzi (R-Ariz),1002004,5031000,3016502,2008,H,Center for Responsive Politics,,181
N00024871,David Scott (D-Ga),1001002,5015000,3008001,2008,H,Center for Responsive Politics,,182
N00025095,John Carter (R-Texas),1000001,5000000,3000000,2008,H,Center for Responsive Politics,,183
N00003126,Bart Gordon (D-Tenn),1803039,4122000,2962519,2008,H,Center for Responsive Politics,,184
N00029444,Michael O Johanns (R-Neb),1768028,4108000,2938014,2008,S,Center for Responsive Politics,,185
N00002656,Jack Kingston (R-Ga),2403043,3395033,2899038,2008,H,Center for Responsive Politics,,186
N00009635,Jim Marshall (D-Ga),1634060,4113000,2873530,2008,H,Center for Responsive Politics,,187
N00005906,Ron Paul (R-Texas),1640037,3930000,2785018,2008,H,Center for Responsive Politics,,188
N00002167,Virgil H. Goode Jr (R-Va),1499064,4038000,2768532,2008,H,Center for Responsive Politics,,189
N00026041,Mike Conaway (R-Texas),337120,5163998,2750559,2008,H,Center for Responsive Politics,,190
N00003467,Ed Whitfield (R-Ky),1406050,4064999,2735524,2008,H,Center for Responsive Politics,,191
N00000179,James P McGovern (D-Mass),506008,4840999,2673503,2008,H,Center for Responsive Politics,,192
N00013837,Gresham Barrett (R-SC),1520041,3751000,2635520,2008,H,Center for Responsive Politics,,193
N00001783,John D Dingell (D-Mich),1303084,3900000,2601542,2008,H,Center for Responsive Politics,,194
N00029303,Jeff Merkley (D-Ore),1167026,3979997,2573511,2008,S,Center for Responsive Politics,,195
N00027522,Dean Heller (R-Nev),2353937,2768926,2561431,2008,H,Center for Responsive Politics,,196
N00002198,Nick Rahall (D-WVa),1914269,3202254,2558261,2008,H,Center for Responsive Politics,,197
N00008274,Loretta Sanchez (D-Calif),295004,4799998,2547501,2008,H,Center for Responsive Politics,,198
N99999922,John G. Roberts,1375032,3710000,2542516,2008,J,Center for Responsive Politics,,199
N00006690,Maxine Waters (D-Calif),-2560966,7550999,2495016,2008,H,Center for Responsive Politics,,200
N00000898,Leonard Lance (R-NJ),1595013,3301000,2448006,2008,H,Center for Responsive Politics,,201
N00026434,Nancy E. Boyda (D-Kan),1971729,2853716,2412722,2008,H,Center for Responsive Politics,,202
N00005681,Pete Sessions (R-Texas),1438039,3376000,2407019,2008,H,Center for Responsive Politics,,203
N00004613,Kent Conrad (D-ND),1486029,3328000,2407014,2008,S,Center for Responsive Politics,,204
N00005601,Tom Coburn (R-Okla),909140,3739000,2324070,2008,S,Center for Responsive Politics,,205
N99999939,Arne S. Duncan,1364033,3210000,2287016,2008,E,Center for Responsive Politics,,206
N00001955,Ben Cardin (D-Md),1066082,3499000,2282541,2008,S,Center for Responsive Politics,,207
N00030245,Bill Cassidy (R-La),881235,3603999,2242617,2008,H,Center for Responsive Politics,,208
N00007690,Greg Walden (R-Ore),1268037,3170000,2219018,2008,H,Center for Responsive Politics,,209
N00029891,Gerry Connolly (D-Va),1173044,3229999,2201521,2008,H,Center for Responsive Politics,,210
N00029277,Gary Peters (D-Mich),718153,3647000,2182576,2008,H,Center for Responsive Politics,,211
N00024759,Mike D. Rogers (R-Ala),1082017,3279999,2181008,2008,H,Center for Responsive Politics,,212
N00003762,Evan Bayh (D-Ind),1299022,3039000,2169011,2008,S,Center for Responsive Politics,,213
N00028139,Mazie K Hirono (D-Hawaii),1172032,2954999,2063515,2008,H,Center for Responsive Politics,,214
N00000616,Joe Lieberman (I-Conn),935081,3176000,2055540,2008,S,Center for Responsive Politics,,215
N00003225,Stephen Ira Cohen (D-Tenn),1019066,3087000,2053033,2008,H,Center for Responsive Politics,,216
N00001691,Carl Levin (D-Mich),1698553,2338541,2018547,2008,S,Center for Responsive Politics,,217
N99999921,Antonin Scalia,1210016,2805000,2007508,2008,J,Center for Responsive Politics,,218
N00007312,Sam Farr (D-Calif),1235022,2776000,2005511,2008,H,Center for Responsive Politics,,219
N00002260,David Price (D-NC),896077,2966000,1931038,2008,H,Center for Responsive Politics,,220
N00013873,John Boozman (R-Ark),1122014,2606999,1864506,2008,H,Center for Responsive Politics,,221
N00025219,Michael Burgess (R-Texas),868092,2837999,1853045,2008,H,Center for Responsive Politics,,222
N00003062,Jeff Sessions (R-Ala),995045,2677000,1836022,2008,S,Center for Responsive Politics,,223
N00007068,Mary Bono Mack (R-Calif),704111,2960000,1832055,2008,H,Center for Responsive Politics,,224
N00004357,Paul Ryan (R-Wis),790093,2830000,1810046,2008,H,Center for Responsive Politics,,225
N00007419,Mike Thompson (D-Calif),855020,2750999,1803009,2008,H,Center for Responsive Politics,,226
N00004874,Luis V. Gutierrez (D-Ill),1116016,2465000,1790508,2008,H,Center for Responsive Politics,,227
N00001579,Allyson Schwartz (D-Pa),978041,2570000,1774020,2008,H,Center for Responsive Politics,,228
N00005395,Mary L Landrieu (D-La),730018,2750996,1740507,2008,S,Center for Responsive Politics,,229
N00005645,Ralph M Hall (R-Texas),1000007,2450999,1725503,2008,H,Center for Responsive Politics,,230
N00029901,Mark Begich (D-Alaska),-341953,3787996,1723021,2008,S,Center for Responsive Politics,,231
N00026748,Mel Martinez (R-Fla),863027,2579999,1721513,2008,S,Center for Responsive Politics,,232
N00001311,Louise M Slaughter (D-NY),1016018,2391000,1703509,2008,H,Center for Responsive Politics,,233
N00009604,Susan A Davis (D-Calif),854046,2510999,1682522,2008,H,Center for Responsive Politics,,234
N00004367,Tammy Baldwin (D-Wis),738016,2571997,1655006,2008,H,Center for Responsive Politics,,235
N00001619,Robert A. Brady (D-Pa),1080008,2202000,1641004,2008,H,Center for Responsive Politics,,236
N00000010,Dan Burton (R-Ind),219025,3037998,1628511,2008,H,Center for Responsive Politics,,237
N00007479,Zoe Lofgren (D-Calif),987013,2205000,1596006,2008,H,Center for Responsive Politics,,238
N00006263,Mike Simpson (R-Idaho),991499,2195489,1593494,2008,H,Center for Responsive Politics,,239
N00000267,Michael E. Capuano (D-Mass),499030,2672996,1586013,2008,H,Center for Responsive Politics,,240
N00006897,Brad Sherman (D-Calif),432015,2731998,1582006,2008,H,Center for Responsive Politics,,241
N00003028,Robert B Aderholt (R-Ala),975023,2157000,1566011,2008,H,Center for Responsive Politics,,242
N00005998,Solomon P Ortiz (D-Texas),1011012,2115000,1563006,2008,H,Center for Responsive Politics,,243
N00027658,Kirsten Gillibrand (D-NY),970010,2151000,1560505,2008,S,Center for Responsive Politics,,244
N00025482,Dutch Ruppersberger (D-Md),863031,2246000,1554515,2008,H,Center for Responsive Politics,,245
N00012233,Robert E Latta (R-Ohio),878033,2195000,1536516,2008,H,Center for Responsive Politics,,246
N00000860,Rush Holt (D-NJ),249018,2809997,1529507,2008,H,Center for Responsive Politics,,247
N00003280,Roger Wicker (R-Miss),283019,2769997,1526508,2008,S,Center for Responsive Politics,,248
N99999990,Condoleezza Rice,667022,2379999,1523510,2008,E,Center for Responsive Politics,,249
N00007335,Anna Eshoo (D-Calif),965006,2051000,1508003,2008,H,Center for Responsive Politics,,250
N00028049,"Joseph A. Sestak, Jr (D-Pa)",759065,2254000,1506532,2008,H,Center for Responsive Politics,,251
N00027239,Daniel Lipinski (D-Ill),718050,2270000,1494025,2008,H,Center for Responsive Politics,,252
N00031174,Scott P. Brown (R-Mass),534015,2449997,1492006,2008,S,Center for Responsive Politics,,253
N00009724,Jim Langevin (D-RI),41026,2939994,1490510,2008,H,Center for Responsive Politics,,254
N00005178,Christopher S. 'Kit' Bond (R-Mo),720052,2258000,1489026,2008,S,Center for Responsive Politics,,255
N00004166,Vernon J. Ehlers (R-Mich),881021,2091000,1486010,2008,H,Center for Responsive Politics,,256
N00003583,George V Voinovich (R-Ohio),665055,2301000,1483027,2008,S,Center for Responsive Politics,,257
N00026481,Dan Boren (D-Okla),666016,2291999,1479007,2008,H,Center for Responsive Politics,,258
N00007997,Ted Stevens (R-Alaska),848026,2099000,1473513,2008,S,Center for Responsive Politics,,259
N00009659,David Vitter (R-La),647076,2282000,1464538,2008,S,Center for Responsive Politics,,260
N00000964,Charles B Rangel (D-NY),849014,2060000,1454507,2008,H,Center for Responsive Politics,,261
N00005285,Pat Roberts (R-Kan),348062,2510998,1429530,2008,S,Center for Responsive Politics,,262
N00026314,Cathy McMorris Rodgers (R-Wash),447028,2398998,1423013,2008,H,Center for Responsive Politics,,263
N00009154,Bob Goodlatte (R-Va),750045,2077000,1413522,2008,H,Center for Responsive Politics,,264
N00003950,Sander Levin (D-Mich),1147206,1673198,1410202,2008,H,Center for Responsive Politics,,265
N00006249,Mike Enzi (R-Wyo),585071,2204000,1394535,2008,S,Center for Responsive Politics,,266
N00001692,Eleanor Holmes Norton (D-DC),716035,2066000,1391017,2008,H,Center for Responsive Politics,,267
N00024922,Jeb Hensarling (R-Texas),794025,1985000,1389512,2008,H,Center for Responsive Politics,,268
N00006008,Ruben Hinojosa (D-Texas),527031,2229999,1378515,2008,H,Center for Responsive Politics,,269
N00008094,Howard L Berman (D-Calif),724040,2010000,1367020,2008,H,Center for Responsive Politics,,270
N00012890,Timothy V. Johnson (R-Ill),699030,2035000,1367015,2008,H,Center for Responsive Politics,,271
N99999968,Ben Bernanke,852013,1855000,1353506,2008,E,Center for Responsive Politics,,272
N00000270,Edward J Markey (D-Mass),747023,1957000,1352011,2008,H,Center for Responsive Politics,,273
N00004745,Jerry Weller (R-Ill),867007,1831000,1349003,2008,H,Center for Responsive Politics,,274
N00002247,Howard Coble (R-NC),785521,1907486,1346503,2008,H,Center for Responsive Politics,,275
N00026050,Lisa Murkowski (R-Alaska),655039,2032999,1344019,2008,S,Center for Responsive Politics,,276
N00000812,John H. Adler (D-NJ),668044,2011000,1339522,2008,H,Center for Responsive Politics,,277
N99999941,Timothy F. Geithner,785025,1875000,1330012,2008,E,Center for Responsive Politics,,278
N00003328,Thad Cochran (R-Miss),610060,2044000,1327030,2008,S,Center for Responsive Politics,,279
