cid,name,minvalue,maxvalue,avgvalue,year,chamber,origin,source,serialid
N00007231,Elton Gallegly (R-Calif),-1238982,1589994,175506,2007,H,Center for Responsive Politics,,531
N00005818,Sheila Jackson Lee (D-Texas),-128987,479997,175505,2007,H,Center for Responsive Politics,,532
N00000036,Russ Feingold (D-Wis),50002,300999,175500,2007,S,Center for Responsive Politics,,533
N00001373,Mike Doyle (D-Pa),15003,334998,175000,2007,H,Center for Responsive Politics,,534
N00009824,David Wu (D-Ore),-49987,398997,174505,2007,H,Center for Responsive Politics,,535
N00027623,Adrian Smith (R-Neb),20008,325999,173003,2007,H,Center for Responsive Politics,,536
N00008046,Barbara Lee (D-Calif),65011,277000,171005,2007,H,Center for Responsive Politics,,537
N00005414,Jim McCrery (R-La),42015,281000,161507,2007,H,Center for Responsive Politics,,538
N00003689,Steve Chabot (R-Ohio),53011,270000,161505,2007,H,Center for Responsive Politics,,539
N00029736,Glenn Thompson (R-Pa),101003,215000,158001,2007,H,Center for Responsive Politics,,540
N00029377,Deborah Halvorson (D-Ill),41015,267000,154007,2007,H,Center for Responsive Politics,,541
N00004394,David R. Obey (D-Wis),70007,225000,147503,2007,H,Center for Responsive Politics,,542
N00000743,Scott Garrett (R-NJ),27007,264999,146003,2007,H,Center for Responsive Politics,,543
N00029562,Ben R. Lujan (D-NM),50001,234999,142500,2007,H,Center for Responsive Politics,,544
N00027467,Timothy J. Walz (D-Minn),-225988,509996,142004,2007,H,Center for Responsive Politics,,545
N00009918,Patrick Leahy (D-Vt),49007,210000,129503,2007,S,Center for Responsive Politics,,546
N00008144,Todd Tiahrt (R-Kan),16017,241000,128508,2007,H,Center for Responsive Politics,,547
N00029632,Gregg Harper (R-Miss),-198996,449998,125501,2007,H,Center for Responsive Politics,,548
N00029112,Laura Richardson (D-Calif),67004,180000,123502,2007,H,Center for Responsive Politics,,549
N00029412,Steve C. Austria (R-Ohio),56007,190000,123003,2007,H,Center for Responsive Politics,,550
N00003476,Ron Lewis (R-Ky),26014,217000,121507,2007,H,Center for Responsive Politics,,551
N00027060,Brian M. Higgins (D-NY),-32988,275998,121505,2007,H,Center for Responsive Politics,,552
N00025692,Kendrick B. Meek (D-Fla),2003,229999,116001,2007,H,Center for Responsive Politics,,553
N00024862,Geoff Davis (R-Ky),16004,214999,115501,2007,H,Center for Responsive Politics,,554
N00025025,Jim Gerlach (R-Pa),66003,165000,115501,2007,H,Center for Responsive Politics,,555
N00007248,Devin Nunes (R-Calif),66003,165000,115501,2007,H,Center for Responsive Politics,,556
N00000153,Richard E. Neal (D-Mass),47007,182000,114503,2007,H,Center for Responsive Politics,,557
N00029161,John A. Boccieri (D-Ohio),-243965,465997,111016,2007,H,Center for Responsive Politics,,558
N00029459,Rob Wittman (R-Va),22009,195000,108504,2007,H,Center for Responsive Politics,,559
N00012942,Betty McCollum (D-Minn),10011,190000,100005,2007,H,Center for Responsive Politics,,560
N00004643,Max Baucus (D-Mont),-67982,264999,98508,2007,S,Center for Responsive Politics,,561
N00004558,Collin C. Peterson (D-Minn),-17995,199998,91001,2007,H,Center for Responsive Politics,,562
N00003765,Mike Pence (R-Ind),11016,170000,90508,2007,H,Center for Responsive Politics,,563
N00003572,Dennis J. Kucinich (D-Ohio),-48996,221997,86500,2007,H,Center for Responsive Politics,,564
N00001193,Pete King (R-NY),51002,115000,83001,2007,H,Center for Responsive Politics,,565
N00005656,Joe Barton (R-Texas),32004,130000,81002,2007,H,Center for Responsive Politics,,566
N00029339,Tom Perriello (D-Va),21007,140000,80503,2007,H,Center for Responsive Politics,,567
N00005407,Richard Baker (R-La),50001,100000,75000,2007,H,Center for Responsive Politics,,568
N00003350,Gene Taylor (D-Miss),50001,100000,75000,2007,H,Center for Responsive Politics,,569
N00009573,Jeff Flake (R-Ariz),-449997,599998,75000,2007,H,Center for Responsive Politics,,570
N00002872,Lincoln Diaz-Balart (R-Fla),-14991,161999,73504,2007,H,Center for Responsive Politics,,571
N00026457,Ted Poe (R-Texas),31004,116000,73502,2007,H,Center for Responsive Politics,,572
N00002577,John Lewis (D-Ga),9009,135000,72004,2007,H,Center for Responsive Politics,,573
N00009719,Todd Platts (R-Pa),8013,125000,66506,2007,H,Center for Responsive Politics,,574
N00008122,Eddie Bernice Johnson (D-Texas),19005,110000,64502,2007,H,Center for Responsive Politics,,575
N00027781,Mary Fallin (R-Okla),19005,110000,64502,2007,H,Center for Responsive Politics,,576
N00001261,James T. Walsh (R-NY),-27989,142999,57505,2007,H,Center for Responsive Politics,,577
N00012460,William L. Clay Jr. (D-Mo),18004,95000,56502,2007,H,Center for Responsive Politics,,578
N99999915,Sonia Sotomayor,-9999,115000,52500,2007,J,Center for Responsive Politics,,579
N00001276,John M. McHugh (R-NY),6007,91000,48503,2007,H,Center for Responsive Politics,,580
N00002356,Mike McIntyre (D-NC),17003,80000,48501,2007,H,Center for Responsive Politics,,581
N00008028,Sam Johnson (R-Texas),17003,80000,48501,2007,H,Center for Responsive Politics,,582
N99999952,Stephen L. Johnson,6006,90000,48003,2007,E,Center for Responsive Politics,,583
N00001003,Eliot L. Engel (D-NY),3004,85000,44002,2007,H,Center for Responsive Politics,,584
N00006789,Grace Napolitano (D-Calif),-133996,215999,41001,2007,H,Center for Responsive Politics,,585
N00006067,Silvestre Reyes (D-Texas),16002,65000,40501,2007,H,Center for Responsive Politics,,586
N00002472,James W. DeMint (R-SC),16002,65000,40501,2007,S,Center for Responsive Politics,,587
N00001817,C. W. Bill Young (R-Fla),16002,65000,40501,2007,H,Center for Responsive Politics,,588
N00013345,Steve Israel (D-NY),-18997,99999,40501,2007,H,Center for Responsive Politics,,589
N00028133,Douglas L. Lamborn (R-Colo),16002,65000,40501,2007,H,Center for Responsive Politics,,590
N00027644,William T. Sali (R-Idaho),15001,50000,32500,2007,H,Center for Responsive Politics,,591
N00009614,Ric Keller (R-Fla),15001,50000,32500,2007,H,Center for Responsive Politics,,592
N00009668,Mike Rogers (R-Mich),4004,60000,32002,2007,H,Center for Responsive Politics,,593
N00029835,Martin Heinrich (D-NM),-30995,94999,32002,2007,H,Center for Responsive Politics,,594
N00007089,Joe Baca (D-Calif),3004,46000,24502,2007,H,Center for Responsive Politics,,595
N00013823,Mark Pryor (D-Ark),3003,46000,24501,2007,S,Center for Responsive Politics,,596
N00026914,Gwen Moore (D-Wis),3003,45000,24001,2007,H,Center for Responsive Politics,,597
N00000652,Christopher Shays (R-Conn),2004,32000,17002,2007,H,Center for Responsive Politics,,598
N00027891,Dan Maffei (D-NY),2003,31000,16501,2007,H,Center for Responsive Politics,,599
N00028091,Carol Shea-Porter (D-NH),2002,30000,16001,2007,H,Center for Responsive Politics,,600
N00025464,Rodney Alexander (R-La),2002,30000,16001,2007,H,Center for Responsive Politics,,601
N00025292,Rob Bishop (R-Utah),2002,30000,16001,2007,H,Center for Responsive Politics,,602
N00001214,Michael R. McNulty (D-NY),2002,30000,16001,2007,H,Center for Responsive Politics,,603
N00002713,Corrine Brown (D-Fla),2002,30000,16001,2007,H,Center for Responsive Politics,,604
N00013817,Chellie Pingree (D-Maine),-332993,352996,10001,2007,H,Center for Responsive Politics,,605
N00007665,Neil Abercrombie (D-Hawaii),1001,15000,8000,2007,H,Center for Responsive Politics,,606
N00001813,Jose E. Serrano (D-NY),1001,15000,8000,2007,H,Center for Responsive Politics,,607
N00003159,Zach Wamp (R-Tenn),1001,15000,8000,2007,H,Center for Responsive Politics,,608
N00004029,John Conyers Jr. (D-Mich),-14999,30000,7500,2007,H,Center for Responsive Politics,,609
N00028257,Keith Ellison (D-Minn),-12993,25000,6003,2007,H,Center for Responsive Politics,,610
N00006425,John Shadegg (R-Ariz),-164996,169999,2501,2007,H,Center for Responsive Politics,,611
N00026087,John R. Kuhl Jr (R-NY),-149999,154996,2498,2007,H,Center for Responsive Politics,,612
N00026926,Jerry McNerney (D-Calif),0,0,0,2007,H,Center for Responsive Politics,,613
N00026961,Yvette D. Clarke (D-NY),0,0,0,2007,H,Center for Responsive Politics,,614
N00025337,Mario Diaz-Balart (R-Fla),-149999,149999,0,2007,H,Center for Responsive Politics,,615
N00027848,Hank Johnson (D-Ga),0,0,0,2007,H,Center for Responsive Politics,,616
N00004887,Bobby L. Rush (D-Ill),0,0,0,2007,H,Center for Responsive Politics,,617
N00001171,Gregory W. Meeks (D-NY),0,0,0,2007,H,Center for Responsive Politics,,618
N00001849,Albert R. Wynn (D-Md),-13999,5000,-4499,2007,H,Center for Responsive Politics,,619
N00029513,Andre Carson (D-Ind),-80995,59999,-10498,2007,H,Center for Responsive Politics,,620
N00030196,Paul Tonko (D-NY),-15000,-10000,-12500,2007,H,Center for Responsive Politics,,621
N00004118,Deborah Ann Stabenow (D-Mich),-50000,-15001,-32500,2007,S,Center for Responsive Politics,,622
N00009570,Artur Davis (D-Ala),-50000,-15001,-32500,2007,H,Center for Responsive Politics,,623
N00029018,Tom Rooney (R-Fla),-215989,148998,-33495,2007,H,Center for Responsive Politics,,624
N00000939,Jerrold Nadler (D-NY),-97998,-2,-49000,2007,H,Center for Responsive Politics,,625
N00001669,Joseph R. Biden Jr. (D-Del),-320983,215997,-52493,2007,S,Center for Responsive Politics,,626
N00027594,Patrick J. Murphy (D-Pa),-146996,39997,-53499,2007,H,Center for Responsive Politics,,627
N00027566,Chris Murphy (D-Conn),-100000,-30002,-65001,2007,H,Center for Responsive Politics,,628
N00028234,Philip G. Hare (D-Ill),-150000,-65002,-107501,2007,H,Center for Responsive Politics,,629
N00002905,Robert Wexler (D-Fla),-163999,-60002,-112000,2007,H,Center for Responsive Politics,,630
N00028859,Larry Kissell (D-NC),-284998,19997,-132500,2007,H,Center for Responsive Politics,,631
N00027890,Michael Arcuri (D-NY),-319996,49997,-134999,2007,H,Center for Responsive Politics,,632
N00001102,Nydia M. Velazquez (D-NY),-4248997,3954998,-146999,2007,H,Center for Responsive Politics,,633
N00005960,Charlie A. Gonzalez (D-Texas),-294998,-5002,-150000,2007,H,Center for Responsive Politics,,634
N00026148,Louis B. Gohmert Jr (R-Texas),-350000,-150002,-250001,2007,H,Center for Responsive Politics,,635
N00013846,Jeff Miller (R-Fla),-847988,89997,-378995,2007,H,Center for Responsive Politics,,636
N00026431,John Salazar (D-Colo),-4698998,3664996,-517001,2007,H,Center for Responsive Politics,,637
N00004196,Bart Stupak (D-Mich),-1675982,29996,-822993,2007,H,Center for Responsive Politics,,638
N00002884,Alcee L. Hastings (D-Fla),-7348999,-2115006,-4732002,2007,H,Center for Responsive Politics,,639
