cid,name,minvalue,maxvalue,avgvalue,year,chamber,origin,source,serialid
N00033839,Marc Veasey (D-Texas),-62975,351998,144511,2014,H,Center for Responsive Politics,,492
N00012942,Betty McCollum (D-Minn),39011,235000,137005,2014,H,Center for Responsive Politics,,493
N00009738,John Culberson (R-Texas),-143996,409998,133001,2014,H,Center for Responsive Politics,,494
N00031417,Will Hurd (R-Texas),16017,241000,128508,2014,H,Center for Responsive Politics,,495
N00006882,Buck McKeon (R-Calif),67005,181000,124002,2014,H,Center for Responsive Politics,,496
N00005656,Joe Barton (R-Texas),67004,180000,123502,2014,H,Center for Responsive Politics,,497
N00007232,Lois Capps (D-Calif),-3962987,4207999,122506,2014,H,Center for Responsive Politics,,498
N00037003,Trent Kelly (R-Miss),-164996,404996,120000,2014,H,Center for Responsive Politics,,499
N00026961,Yvette D Clarke (D-NY),66003,165000,115501,2014,H,Center for Responsive Politics,,500
N00025175,Michael R Turner (R-Ohio),-15993,229998,107002,2014,H,Center for Responsive Politics,,501
N00001003,Eliot L Engel (D-NY),-130993,344998,107002,2014,H,Center for Responsive Politics,,502
N00007151,Dana Rohrabacher (R-Calif),-13998,224998,105500,2014,H,Center for Responsive Politics,,503
N00032022,Kristi Noem (R-SD),-476990,669999,96504,2014,H,Center for Responsive Politics,,504
N00026163,Lynn A Westmoreland (R-Ga),52003,130000,91001,2014,H,Center for Responsive Politics,,505
N00007248,Devin Nunes (R-Calif),51002,115000,83001,2014,H,Center for Responsive Politics,,506
N00030670,Todd Young (R-Ind),-495992,646998,75503,2014,H,Center for Responsive Politics,,507
N00031104,Randy Hultgren (R-Ill),50001,100000,75000,2014,H,Center for Responsive Politics,,508
N00001813,Jose E Serrano (D-NY),50001,100000,75000,2014,H,Center for Responsive Politics,,509
N00012460,William L Clay Jr (D-Mo),20006,125000,72503,2014,H,Center for Responsive Politics,,510
N00029632,Gregg Harper (R-Miss),-213997,354999,70501,2014,H,Center for Responsive Politics,,511
N00027649,Tim Huelskamp (R-Kan),-177991,289998,56003,2014,H,Center for Responsive Politics,,512
N00034746,Ron DeSantis (R-Fla),-11996,119999,54001,2014,H,Center for Responsive Politics,,513
N00002674,Sanford Bishop (D-Ga),-168993,265998,48502,2014,H,Center for Responsive Politics,,514
N00008028,Sam Johnson (R-Texas),17003,80000,48501,2014,H,Center for Responsive Politics,,515
N00032243,Jody B Hice (R-Ga),-167995,264998,48501,2014,H,Center for Responsive Politics,,516
N00009816,Chris Smith (R-NJ),47722,47722,47722,2014,H,Center for Responsive Politics,,517
N00035431,Seth Moulton (D-Mass),-74989,169998,47504,2014,H,Center for Responsive Politics,,518
N00030581,Mike Quigley (D-Ill),1,84999,42500,2014,H,Center for Responsive Politics,,519
N00025292,Rob Bishop (R-Utah),16002,65000,40501,2014,H,Center for Responsive Politics,,520
N00000939,Jerrold Nadler (D-NY),2003,70000,36001,2014,H,Center for Responsive Politics,,521
N00001821,Steny H Hoyer (D-Md),15003,52000,33501,2014,H,Center for Responsive Politics,,522
N00004118,Debbie Stabenow (D-Mich),15001,50000,32500,2014,S,Center for Responsive Politics,,523
N00031559,Jaime Herrera Beutler (R-Wash),15001,50000,32500,2014,H,Center for Responsive Politics,,524
N00006863,Tom McClintock (R-Calif),-45995,109999,32002,2014,H,Center for Responsive Politics,,525
N00028257,Keith Ellison (D-Minn),3006,48000,25503,2014,H,Center for Responsive Politics,,526
N00030949,Tom Reed (R-NY),-332993,380998,24002,2014,H,Center for Responsive Politics,,527
N00035934,John Katko (R-NY),3003,45000,24001,2014,H,Center for Responsive Politics,,528
N00027060,Brian M Higgins (D-NY),-43993,75999,16003,2014,H,Center for Responsive Politics,,529
N00002577,John Lewis (D-Ga),1005,19000,10002,2014,H,Center for Responsive Politics,,530
N00030196,Paul Tonko (D-NY),1001,15000,8000,2014,H,Center for Responsive Politics,,531
N00028249,Donna Edwards (D-Md),8,8000,4004,2014,H,Center for Responsive Politics,,532
N00002713,Corrine Brown (D-Fla),-12998,20000,3501,2014,H,Center for Responsive Politics,,533
N00036107,Norma Torres (D-Calif),-284996,286998,1001,2014,H,Center for Responsive Politics,,534
N00027848,Hank Johnson (D-Ga),0,0,0,2014,H,Center for Responsive Politics,,535
N00029258,Duncan D Hunter (R-Calif),0,0,0,2014,H,Center for Responsive Politics,,536
N00030770,Rick Crawford (R-Ark),0,0,0,2014,H,Center for Responsive Politics,,537
N00031006,Alan Nunnelee (R-Miss),0,0,0,2014,H,Center for Responsive Politics,,538
N00001171,Gregory W Meeks (D-NY),0,0,0,2014,H,Center for Responsive Politics,,539
N00004887,Bobby L Rush (D-Ill),0,0,0,2014,H,Center for Responsive Politics,,540
N00026914,Gwen Moore (D-Wis),0,0,0,2014,H,Center for Responsive Politics,,541
N00029513,Andre Carson (D-Ind),-47996,16999,-15498,2014,H,Center for Responsive Politics,,542
N00035347,Barry Loudermilk (R-Ga),-81996,44999,-18498,2014,H,Center for Responsive Politics,,543
N00009660,Steve Scalise (R-La),-61997,19999,-20999,2014,H,Center for Responsive Politics,,544
N00025337,Mario Diaz-Balart (R-Fla),-48999,-1,-24500,2014,H,Center for Responsive Politics,,545
N00035307,Brendan Boyle (D-Pa),-1254983,1204988,-24997,2014,H,Center for Responsive Politics,,546
N00033983,Kyrsten Sinema (D-Ariz),-50000,-15001,-32500,2014,H,Center for Responsive Politics,,547
N00030967,Sean P Duffy (R-Wis),-133997,64998,-34499,2014,H,Center for Responsive Politics,,548
N00013345,Steve Israel (D-NY),-119998,34998,-42500,2014,H,Center for Responsive Politics,,549
N00029835,Martin Heinrich (D-NM),-222987,135999,-43494,2014,S,Center for Responsive Politics,,550
N00004029,John Conyers Jr (D-Mich),-65000,-25001,-45000,2014,H,Center for Responsive Politics,,551
N00031064,Ryan Costello (R-Pa),-680985,584996,-47994,2014,H,Center for Responsive Politics,,552
N00033508,Eric Swalwell (D-Calif),-97998,-20001,-58999,2014,H,Center for Responsive Politics,,553
N00035311,Mark Walker (R-NC),-132997,14998,-58999,2014,H,Center for Responsive Politics,,554
N00033316,Joaquin Castro (D-Texas),-112998,-10002,-61500,2014,H,Center for Responsive Politics,,555
N00036995,Scott Walker (R),-243992,69999,-86996,2014,E,Center for Responsive Politics,,556
N00035000,Stacey Plaskett (D-VI),-150000,-65002,-107501,2014,H,Center for Responsive Politics,,557
N00026148,Louis B Gohmert Jr (R-Texas),-150000,-65002,-107501,2014,H,Center for Responsive Politics,,558
N00001380,Rick Santorum (R),-1276973,869998,-203487,2014,E,Center for Responsive Politics,,559
N00031377,Raul Labrador (R-Idaho),-392993,-40004,-216498,2014,H,Center for Responsive Politics,,560
N00037007,Martin O'Malley (D),-681995,194995,-243500,2014,E,Center for Responsive Politics,,561
N00031513,Renee Ellmers (R-NC),-477995,-15002,-246498,2014,H,Center for Responsive Politics,,562
N00006008,Ruben Hinojosa (D-Texas),-5560868,1339993,-2110437,2014,H,Center for Responsive Politics,,563
N00026790,Emanuel Cleaver (D-Mo),-4602988,104998,-2248995,2014,H,Center for Responsive Politics,,564
N00002884,Alcee L Hastings (D-Fla),-7348999,-2115006,-4732002,2014,H,Center for Responsive Politics,,565
N00033367,David Valadao (R-Calif),-45848997,-4485010,-25167003,2014,H,Center for Responsive Politics,,566
