cid,name,minvalue,maxvalue,avgvalue,year,chamber,origin,source,serialid
N00001604,Arlen Specter (R-Pa),2134012,7361000,4747506,2006,S,Center for Responsive Politics,,128
N99999984,Elaine L. Chao,1865019,7424999,4645009,2006,E,Center for Responsive Politics,,129
N00004781,Dennis Hastert (R-Ill),-1994989,11274998,4640004,2006,H,Center for Responsive Politics,,130
N00009926,Bill Nelson (D-Fla),1984013,7114000,4549006,2006,S,Center for Responsive Politics,,131
N99999922,John G. Roberts,2585045,6220000,4402522,2006,J,Center for Responsive Politics,,132
N00026686,Al Green (D-Texas),1566011,7165999,4366005,2006,H,Center for Responsive Politics,,133
N00003202,Bill Jenkins (R-Tenn),2559026,5561000,4060013,2006,H,Center for Responsive Politics,,146
N00001811,Lamar Smith (R-Texas),1647009,6430000,4038504,2006,H,Center for Responsive Politics,,147
N00001783,John D. Dingell (D-Mich),2234065,5610000,3922032,2006,H,Center for Responsive Politics,,150
N00028058,James Webb (D-Va),3494320,4310315,3902317,2006,S,Center for Responsive Politics,,151
N00006619,John Ensign (R-Nev),980009,6550999,3765504,2006,S,Center for Responsive Politics,,154
N00026041,Mike Conaway (R-Texas),1982112,5436000,3709056,2006,H,Center for Responsive Politics,,155
N00006692,Barbara Boxer (D-Calif),1233009,5597000,3415004,2006,S,Center for Responsive Politics,,166
N00009869,Orrin G. Hatch (R-Utah),1322200,5462000,3392100,2006,S,Center for Responsive Politics,,167
N00009922,Harry Reid (D-Nev),1913056,4766998,3340027,2006,S,Center for Responsive Politics,,168
N00009608,Rob Simmons (R-Conn),1522093,5111996,3317044,2006,H,Center for Responsive Politics,,169
N00008032,Kenny Hulshof (R-Mo),930034,5606999,3268516,2006,H,Center for Responsive Politics,,170
N00024931,Rick Renzi (R-Ariz),1003005,5444999,3224002,2006,H,Center for Responsive Politics,,171
N00005645,Ralph M. Hall (D-Texas),1916010,4464999,3190504,2006,H,Center for Responsive Politics,,172
N00001955,Ben Cardin (D-Md),1696967,4505886,3101426,2006,H,Center for Responsive Politics,,175
N00029444,Michael O Johanns,1843045,4345000,3094022,2006,E,Center for Responsive Politics,,176
N00009635,Jim Marshall (D-Ga),1869042,4188000,3028521,2006,H,Center for Responsive Politics,,178
N00024871,David Scott (D-Ga),1006622,5020620,3013621,2006,H,Center for Responsive Politics,,179
N00000561,Nancy L. Johnson (R-Conn),990224,4976000,2983112,2006,H,Center for Responsive Politics,,180
N00000179,James P. McGovern (D-Mass),558010,4969999,2764004,2006,H,Center for Responsive Politics,,189
N00027522,Dean Heller (R-Nev),2334392,3086383,2710387,2006,H,Center for Responsive Politics,,191
N00006546,Heather Wilson (R-NM),910428,4381379,2645903,2006,H,Center for Responsive Politics,,193
N00008274,Loretta Sanchez (D-Calif),295006,4801998,2548502,2006,H,Center for Responsive Politics,,195
N00027526,Jean Schmidt (R-Ohio),1421027,3349999,2385513,2006,H,Center for Responsive Politics,,199
N00005395,Mary L. Landrieu (D-La),1264018,3495996,2380007,2006,S,Center for Responsive Politics,,200
N00009724,Jim Langevin (D-RI),214034,4454991,2334512,2006,H,Center for Responsive Politics,,201
N00012890,Timothy V. Johnson (R-Ill),1339040,3286000,2312520,2006,H,Center for Responsive Politics,,202
N00004357,Paul Ryan (R-Wis),977116,3605000,2291058,2006,H,Center for Responsive Politics,,203
N00007312,Sam Farr (D-Calif),1413024,3145000,2279012,2006,H,Center for Responsive Politics,,204
N00005178,Christopher S. 'Kit' Bond (R-Mo),1235028,3090000,2162514,2006,S,Center for Responsive Politics,,210
N00007099,Ken Calvert (R-Calif),-2899992,7199997,2150002,2006,H,Center for Responsive Politics,,211
N00007479,Zoe Lofgren (D-Calif),849132,3420000,2134566,2006,H,Center for Responsive Politics,,212
N00009604,Susan A. Davis (D-Calif),1098055,3123999,2111027,2006,H,Center for Responsive Politics,,213
N00012560,Jon Porter (R-Nev),933018,3269998,2101508,2006,H,Center for Responsive Politics,,214
N00003062,Jeff Sessions (R-Ala),1066060,3056000,2061030,2006,S,Center for Responsive Politics,,216
N00001691,Carl Levin (D-Mich),2053455,2053455,2053455,2006,S,Center for Responsive Politics,,218
N00006690,Maxine Waters (D-Calif),-2811972,6835999,2012013,2006,H,Center for Responsive Politics,,220
N99999921,Antonin Scalia,1185019,2780000,1982509,2006,J,Center for Responsive Politics,,222
N00003329,Trent Lott (R-Miss),1327260,2618225,1972742,2006,S,Center for Responsive Politics,,223
N00025219,Michael Burgess (R-Texas),941093,2980999,1961046,2006,H,Center for Responsive Politics,,224
N00004613,Kent Conrad (D-ND),1056044,2842999,1949521,2006,S,Center for Responsive Politics,,225
N00025482,Dutch Ruppersberger (D-Md),1089020,2610000,1849510,2006,H,Center for Responsive Politics,,228
N00006349,Chris Cannon (R-Utah),982012,2629999,1806005,2006,H,Center for Responsive Politics,,233
N00026431,John Salazar (D-Colo),-698998,4214995,1757998,2006,H,Center for Responsive Politics,,235
N00006897,Brad Sherman (D-Calif),1036016,2376999,1706507,2006,H,Center for Responsive Politics,,238
N00005285,Pat Roberts (R-Kan),737078,2675000,1706039,2006,S,Center for Responsive Politics,,239
N00006983,Duncan Hunter (R-Calif),881009,2319997,1600503,2006,H,Center for Responsive Politics,,249
N00005998,Solomon P. Ortiz (D-Texas),907017,2180000,1543508,2006,H,Center for Responsive Politics,,251
N00025413,Timothy H. Bishop (D-NY),851005,1715000,1283002,2006,H,Center for Responsive Politics,,272
N00026481,Dan Boren (D-Okla),597019,1905999,1251509,2006,H,Center for Responsive Politics,,275
N00004905,Don Manzullo (R-Ill),653036,1814999,1234017,2006,H,Center for Responsive Politics,,277
N00027902,Zachary T. Space (D-Ohio),386024,2065998,1226011,2006,H,Center for Responsive Politics,,278
N00027514,Kathy Castor (D-Fla),601043,1843000,1222021,2006,H,Center for Responsive Politics,,279
N00003328,Thad Cochran (R-Miss),283058,2133999,1208528,2006,S,Center for Responsive Politics,,280
N00004367,Tammy Baldwin (D-Wis),531014,1789998,1160506,2006,H,Center for Responsive Politics,,285
N00003264,Lincoln Davis (D-Tenn),750002,1500000,1125001,2006,H,Center for Responsive Politics,,287
N00005195,Roy Blunt (R-Mo),619012,1609999,1114505,2006,H,Center for Responsive Politics,,288
N00009795,Candice S. Miller (R-Mich),725988,1479976,1102982,2006,H,Center for Responsive Politics,,290
N00002221,Richard Burr (R-NC),554841,1627826,1091333,2006,S,Center for Responsive Politics,,292
N00008091,Spencer Bachus (R-Ala),486017,1641999,1064008,2006,H,Center for Responsive Politics,,293
N00027493,Michele Bachmann (R-Minn),-26979,2144998,1059009,2006,H,Center for Responsive Politics,,294
N00000275,Barney Frank (D-Mass),525020,1574999,1050009,2006,H,Center for Responsive Politics,,295
N00009585,Adam Schiff (D-Calif),460022,1625999,1043010,2006,H,Center for Responsive Politics,,296
N00013837,Gresham Barrett (R-SC),628015,1446000,1037007,2006,H,Center for Responsive Politics,,297
N00013873,John Boozman (R-Ark),584012,1482998,1033505,2006,H,Center for Responsive Politics,,298
N00027888,John Hall (D-NY),512026,1517998,1015012,2006,H,Center for Responsive Politics,,299
N00013823,Mark Pryor (D-Ark),632006,1380000,1006003,2006,S,Center for Responsive Politics,,302
N00024992,Tim Murphy (R-Pa),370064,1627000,998532,2006,H,Center for Responsive Politics,,303
N00009699,Patrick J. Tiberi (R-Ohio),401023,1564998,983010,2006,H,Center for Responsive Politics,,304
N00013770,Bill Shuster (R-Pa),503036,1441000,972018,2006,H,Center for Responsive Politics,,305
N00001619,Robert A. Brady (D-Pa),630009,1303000,966504,2006,H,Center for Responsive Politics,,307
N00001764,Richard G. Lugar (R-Ind),395025,1434998,915011,2006,S,Center for Responsive Politics,,311
N00001633,Joe Pitts (R-Pa),744582,1043579,894080,2006,H,Center for Responsive Politics,,312
N00005985,Henry Bonilla (R-Texas),393034,1345000,869017,2006,H,Center for Responsive Politics,,315
N00009082,Wayne Allard (R-Colo),198011,1497998,848004,2006,S,Center for Responsive Politics,,318
N00009774,Xavier Becerra (D-Calif),325045,1351000,838022,2006,H,Center for Responsive Politics,,321
N00027901,Betty Sue Sutton (D-Ohio),392034,1280000,836017,2006,H,Center for Responsive Politics,,322
N00008799,Kay Granger (R-Texas),35019,1634997,835008,2006,H,Center for Responsive Politics,,323
N00007033,Bob Filner (D-Calif),413022,1248000,830511,2006,H,Center for Responsive Politics,,324
N00025175,Michael R. Turner (R-Ohio),169086,1486000,827543,2006,H,Center for Responsive Politics,,325
N00005233,Dennis Moore (D-Kan),405026,1250000,827513,2006,H,Center for Responsive Politics,,326
N00005559,Frank D. Lucas (R-Okla),190011,1449995,820003,2006,H,Center for Responsive Politics,,328
N00003288,Bennie G. Thompson (D-Miss),401023,1199999,800511,2006,H,Center for Responsive Politics,,330
N00004961,John M. Shimkus (R-Ill),185011,1359998,772504,2006,H,Center for Responsive Politics,,338
N00009753,Jim Matheson (D-Utah),397026,1130000,763513,2006,H,Center for Responsive Politics,,342
N00006397,Ed Pastor (D-Ariz),350013,1174998,762505,2006,H,Center for Responsive Politics,,343
N00001222,Maurice Hinchey (D-NY),432009,982000,707004,2006,H,Center for Responsive Politics,,350
N00007390,George Miller (D-Calif),274015,1127999,701007,2006,H,Center for Responsive Politics,,351
N00004208,Leonard L. Boswell (D-Iowa),400003,984999,692501,2006,H,Center for Responsive Politics,,354
N00004745,Jerry Weller (R-Ill),-152991,1529996,688502,2006,H,Center for Responsive Politics,,355
N00007458,Lynn Woolsey (D-Calif),357022,1006000,681511,2006,H,Center for Responsive Politics,,357
N00002807,Dave Weldon (R-Fla),375022,979000,677011,2006,H,Center for Responsive Politics,,358
N00002674,Sanford D. Bishop Jr. (D-Ga),271013,1064998,668005,2006,H,Center for Responsive Politics,,360
N00004874,Luis V. Gutierrez (D-Ill),415004,900000,657502,2006,H,Center for Responsive Politics,,361
N00005870,Gene Green (D-Texas),382009,930000,656004,2006,H,Center for Responsive Politics,,362
N00004615,Byron L. Dorgan (D-ND),205484,1103448,654466,2006,S,Center for Responsive Politics,,363
N00004403,Ron Kind (D-Wis),148019,1121998,635008,2006,H,Center for Responsive Politics,,366
N00000766,Mike Ferguson (R-NJ),337015,931000,634007,2006,H,Center for Responsive Politics,,367
N00000469,Tom Allen (D-Maine),172013,1079999,626006,2006,H,Center for Responsive Politics,,370
N00008188,Vic Snyder (D-Ark),343014,896000,619507,2006,H,Center for Responsive Politics,,372
N00027658,Kirsten Gillibrand (D-NY),241016,849999,545507,2006,H,Center for Responsive Politics,,393
N00013870,Norm Coleman (R-Minn),514305,549304,531804,2006,S,Center for Responsive Politics,,396
N00001143,Gary Ackerman (D-NY),301013,743000,522006,2006,H,Center for Responsive Politics,,398
N00006134,Diana DeGette (D-Colo),219025,813000,516012,2006,H,Center for Responsive Politics,,401
N00026586,Joe Donnelly (D-Ind),-13991,959995,473002,2006,H,Center for Responsive Politics,,414
N00025237,Steven A. King (R-Iowa),295004,650000,472502,2006,H,Center for Responsive Politics,,415
N00027575,Brad Ellsworth (D-Ind),178029,750000,464014,2006,H,Center for Responsive Politics,,417
N00025882,Ed Case (D-Hawaii),231013,690000,460506,2006,H,Center for Responsive Politics,,418
N00013323,Sam Graves (R-Mo),165369,747351,456360,2006,H,Center for Responsive Politics,,420
N00001469,Tim Holden (D-Pa),250016,629000,439508,2006,H,Center for Responsive Politics,,425
N00003813,Pete Visclosky (D-Ind),246008,616000,431004,2006,H,Center for Responsive Politics,,426
N00000534,James M. Jeffords (I-Vt),70009,776999,423504,2006,S,Center for Responsive Politics,,428
N00006789,Grace Napolitano (D-Calif),218006,595000,406503,2006,H,Center for Responsive Politics,,431
N00000781,Frank Pallone Jr. (D-NJ),61047,740000,400523,2006,H,Center for Responsive Politics,,433
N00003924,Steve Buyer (R-Ind),205009,565000,385004,2006,H,Center for Responsive Politics,,436
N00024978,Henry Cuellar (D-Texas),-236988,994998,379005,2006,H,Center for Responsive Politics,,443
N00012457,Jesse Jackson Jr. (D-Ill),167015,582000,374507,2006,H,Center for Responsive Politics,,444
N00007232,Lois Capps (D-Calif),-3876971,4622999,373014,2006,H,Center for Responsive Politics,,446
N00027664,Jason Altmire (D-Pa),193012,546000,369506,2006,H,Center for Responsive Politics,,448
N00026885,Dave Reichert (R-Wash),178009,545000,361504,2006,H,Center for Responsive Politics,,450
N00003545,Steven C. LaTourette (R-Ohio),201003,515000,358001,2006,H,Center for Responsive Politics,,451
N00004884,Danny K. Davis (D-Ill),218009,496000,357004,2006,H,Center for Responsive Politics,,452
N00007151,Dana Rohrabacher (R-Calif),-62275,772721,355223,2006,H,Center for Responsive Politics,,453
N00000826,Robert E. Andrews (D-NJ),269846,438839,354342,2006,H,Center for Responsive Politics,,454
N00004638,Conrad Burns (R-Mont),172010,505000,338505,2006,S,Center for Responsive Politics,,458
N00009738,John Culberson (R-Texas),185002,490000,337501,2006,H,Center for Responsive Politics,,459
N00001725,Jay Inslee (D-Wash),96026,565000,330513,2006,H,Center for Responsive Politics,,461
N00007507,George Radanovich (R-Calif),171009,490000,330504,2006,H,Center for Responsive Politics,,462
N00003736,Michael G. Oxley (R-Ohio),330402,330402,330402,2006,H,Center for Responsive Politics,,463
N00008046,Barbara Lee (D-Calif),116012,525999,321005,2006,H,Center for Responsive Politics,,466
N00001427,Phil English (R-Pa),151010,490000,320505,2006,H,Center for Responsive Politics,,467
N00004933,Ray LaHood (R-Ill),71011,545997,308504,2006,H,Center for Responsive Politics,,470
N00005928,Nick Lampson (D-Texas),99012,514999,307005,2006,H,Center for Responsive Politics,,471
N00001295,Tom Reynolds (R-NY),121010,475999,298504,2006,H,Center for Responsive Politics,,472
N00003105,Marsha Blackburn (R-Tenn),70029,526000,298014,2006,H,Center for Responsive Politics,,473
N99999918,Clarence Thomas,150002,410000,280001,2006,J,Center for Responsive Politics,,479
N00009670,Mark Kennedy (R-Minn),-268990,815998,273504,2006,H,Center for Responsive Politics,,481
N00027894,James D. Jordan (R-Ohio),134008,411000,272504,2006,H,Center for Responsive Politics,,482
N00005794,Chet Edwards (D-Texas),96020,441000,268510,2006,H,Center for Responsive Politics,,484
N00001971,Elijah E. Cummings (D-Md),100001,434998,267499,2006,H,Center for Responsive Politics,,485
N00002171,Rick Boucher (D-Va),117012,405000,261006,2006,H,Center for Responsive Politics,,486
N00002327,Sue Myrick (R-NC),97006,280000,188503,2006,H,Center for Responsive Politics,,513
N00000983,Vito Fossella (R-NY),56016,317000,186508,2006,H,Center for Responsive Politics,,514
N00001110,Anthony D. Weiner (D-NY),22026,334000,178013,2006,H,Center for Responsive Politics,,520
N00005818,Sheila Jackson Lee (D-Texas),-128987,479997,175505,2006,H,Center for Responsive Politics,,521
N00004394,David R. Obey (D-Wis),70007,225000,147503,2006,H,Center for Responsive Politics,,528
N00005414,Jim McCrery (R-La),40015,253000,146507,2006,H,Center for Responsive Politics,,529
N99999923,Anthony M. Kennedy,65002,195000,130001,2006,J,Center for Responsive Politics,,534
N00008144,Todd Tiahrt (R-Kan),15017,227000,121008,2006,H,Center for Responsive Politics,,537
N00000153,Richard E. Neal (D-Mass),46006,167000,106503,2006,H,Center for Responsive Politics,,545
N00003476,Ron Lewis (R-Ky),23014,175000,99007,2006,H,Center for Responsive Politics,,546
N00012942,Betty McCollum (D-Minn),-1986,186000,92007,2006,H,Center for Responsive Politics,,549
N00007248,Devin Nunes (R-Calif),52003,130000,91001,2006,H,Center for Responsive Politics,,550
N00004558,Collin C. Peterson (D-Minn),16003,149999,83001,2006,H,Center for Responsive Politics,,553
N00005407,Richard Baker (R-La),35002,130000,82501,2006,H,Center for Responsive Politics,,554
N00001261,James T. Walsh (R-NY),-13989,177999,82005,2006,H,Center for Responsive Politics,,555
N00002577,John Lewis (D-Ga),9009,135000,72004,2006,H,Center for Responsive Politics,,557
N00003350,Gene Taylor (D-Miss),30002,100000,65001,2006,H,Center for Responsive Politics,,562
N00027781,Mary Fallin (R-Okla),18005,96000,57002,2006,H,Center for Responsive Politics,,567
N99999915,Sonia Sotomayor,15001,65000,40000,2006,J,Center for Responsive Politics,,584
N00025093,Brad Miller (D-NC),-157992,229999,36003,2006,H,Center for Responsive Politics,,585
N00000939,Jerrold Nadler (D-NY),-30994,95999,32502,2006,H,Center for Responsive Politics,,586
N00005960,Charlie A. Gonzalez (D-Texas),-34998,99999,32500,2006,H,Center for Responsive Politics,,587
N00007089,Joe Baca (D-Calif),3004,46000,24502,2006,H,Center for Responsive Politics,,590
N00024875,Melissa Bean (D-Ill),-226975,246999,10012,2006,H,Center for Responsive Politics,,598
N00003758,Julia Carson (D-Ind),1003,17000,9001,2006,H,Center for Responsive Politics,,599
N00003159,Zach Wamp (R-Tenn),1001,15000,8000,2006,H,Center for Responsive Politics,,600
N00007665,Neil Abercrombie (D-Hawaii),1001,15000,8000,2006,H,Center for Responsive Politics,,601
N00004029,John Conyers Jr. (D-Mich),-14999,30000,7500,2006,H,Center for Responsive Politics,,602
N00007256,Bill Thomas (R-Calif),0,0,0,2006,H,Center for Responsive Politics,,605
N00008122,Eddie Bernice Johnson (D-Texas),0,0,0,2006,H,Center for Responsive Politics,,606
N00025464,Rodney Alexander (R-La),0,0,0,2006,H,Center for Responsive Politics,,607
N00004887,Bobby L. Rush (D-Ill),0,0,0,2006,H,Center for Responsive Politics,,608
N00001082,Edolphus Towns (D-NY),0,0,0,2006,H,Center for Responsive Politics,,611
N00001849,Albert R. Wynn (D-Md),-13999,5000,-4499,2006,H,Center for Responsive Politics,,613
N00006052,Mac Thornberry (R-Texas),-197997,164998,-16499,2006,H,Center for Responsive Politics,,616
N00024773,Stephanie Herseth (D-So Dak),-198999,-65003,-132001,2006,H,Center for Responsive Politics,,627
N00026148,"Louis B Gohmert, Jr (R-Texas)",-350000,-150002,-250001,2006,H,Center for Responsive Politics,,631
N00005892,Tom DeLay (R-Texas),-1434996,-559003,-996999,2006,H,Center for Responsive Politics,,634
N00027441,Bob Corker (R-Tenn),-94779528,91243987,-1767770,2006,S,Center for Responsive Politics,,635
N00005601,Tom Coburn (R-Okla),998209,4873000,2935604,2006,S,Center for Responsive Politics,,182
N00003467,Ed Whitfield (R-Ky),1693042,4146999,2920020,2006,H,Center for Responsive Politics,,183
N00027281,Thelma Drake (R-Va),1032041,4767997,2900019,2006,H,Center for Responsive Politics,,184
N00003225,Stephen Ira Cohen (D-Tenn),1562065,4230000,2896032,2006,H,Center for Responsive Politics,,185
N99999980,Joshua B. Bolten,114011,5609998,2862004,2006,E,Center for Responsive Politics,,186
N00007068,Mary Bono (R-Calif),1129157,4435000,2782078,2006,H,Center for Responsive Politics,,187
N00005004,James M. Talent (R-Mo),1377097,4167000,2772048,2006,S,Center for Responsive Politics,,188
N00000048,Joel Hefley (R-Colo),1401008,3064999,2233003,2006,H,Center for Responsive Politics,,205
N00001579,Allyson Schwartz (D-Pa),1313031,3070000,2191515,2006,H,Center for Responsive Politics,,208
N00028139,Mazie K. Hirono (D-Hawaii),1264025,3084999,2174512,2006,H,Center for Responsive Politics,,209
N00027048,Paul W. Hodes (D-NH),1771985,2376981,2074483,2006,H,Center for Responsive Politics,,215
N00004045,Joe Knollenberg (R-Mich),1648343,2468336,2058339,2006,H,Center for Responsive Politics,,217
N00006246,Craig Thomas (R-Wyo),1001034,2669000,1835017,2006,S,Center for Responsive Politics,,229
N00007419,Mike Thompson (D-Calif),842029,2805999,1824014,2006,H,Center for Responsive Politics,,230
N00027515,Ron Klein (D-Fla),854545,2760463,1807504,2006,H,Center for Responsive Politics,,232
N00002045,Tom Davis (R-Va),996042,2615000,1805521,2006,H,Center for Responsive Politics,,234
N00009659,David Vitter (R-La),713095,2727000,1720047,2006,S,Center for Responsive Politics,,236
N00026840,Charles J. Melancon (D-La),662087,2754999,1708543,2006,H,Center for Responsive Politics,,237
N00008051,Mark Udall (D-Colo),662107,2733000,1697553,2006,H,Center for Responsive Politics,,240
N00027510,Edwin G. Perlmutter (D-Colo),855036,2523997,1689516,2006,H,Center for Responsive Politics,,241
N00001148,Carolyn McCarthy (D-NY),1393426,1943424,1668425,2006,H,Center for Responsive Politics,,242
N00024922,Jeb Hensarling (R-Texas),1028023,2297000,1662511,2006,H,Center for Responsive Politics,,243
N00024777,Ginny Brown-Waite (R-Fla),554060,2763999,1659029,2006,H,Center for Responsive Politics,,244
N00000616,Joe Lieberman (D-Conn),718076,2599000,1658538,2006,S,Center for Responsive Politics,,245
N99999965,R. David Paullison,1396007,1915001,1655504,2006,E,Center for Responsive Politics,,246
N00007997,Ted Stevens (R-Alaska),967025,2333000,1650012,2006,S,Center for Responsive Politics,,247
N00002247,Howard Coble (R-NC),1034867,2256830,1645848,2006,H,Center for Responsive Politics,,248
N00027459,Doris Matsui (D-Calif),1005010,2175000,1590005,2006,H,Center for Responsive Politics,,250
N00007936,Brian Baird (D-Wash),202035,2882998,1542516,2006,H,Center for Responsive Politics,,252
N00006263,Mike Simpson (R-Idaho),1227748,1842742,1535245,2006,H,Center for Responsive Politics,,253
N00009154,Bob Goodlatte (R-Va),811043,2167000,1489021,2006,H,Center for Responsive Politics,,255
N00000267,Michael E. Capuano (D-Mass),627029,2326996,1477012,2006,H,Center for Responsive Politics,,257
N00028162,Harry E. Mitchell (D-Ariz),781015,1840000,1310507,2006,H,Center for Responsive Politics,,269
N00003651,Ralph Regula (R-Ohio),765007,1819998,1292502,2006,H,Center for Responsive Politics,,270
N00027523,Albio Sires (D-NJ),814010,1760000,1287005,2006,H,Center for Responsive Politics,,271
N00002982,Michael Bilirakis (R-Fla),269046,2295994,1282520,2006,H,Center for Responsive Politics,,273
N00001861,Henry A. Waxman (D-Calif),695027,1850000,1272513,2006,H,Center for Responsive Politics,,274
N00026314,Cathy McMorris (R-Wash),637016,1846999,1242007,2006,H,Center for Responsive Politics,,276
N00000423,Charles Bass (R-NH),530004,1849999,1190001,2006,H,Center for Responsive Politics,,281
N00004166,Vernon J. Ehlers (R-Mich),654021,1710000,1182010,2006,H,Center for Responsive Politics,,282
N00001380,Rick Santorum (R-Pa),522015,1824997,1173506,2006,S,Center for Responsive Politics,,283
N00000270,Edward J. Markey (D-Mass),653020,1671000,1162010,2006,H,Center for Responsive Politics,,284
N00008092,Blanche Lincoln (D-Ark),656016,1615000,1135508,2006,S,Center for Responsive Politics,,286
N00000834,Jim Saxton (R-NJ),434037,1488999,961518,2006,H,Center for Responsive Politics,,309
N00002328,Melvin L. Watt (D-NC),399054,1465000,932027,2006,H,Center for Responsive Politics,,310
N00008094,Howard L. Berman (D-Calif),402041,1380000,891020,2006,H,Center for Responsive Politics,,313
N00003341,"Charles W. Chip"" Pickering Jr. (R-Miss)""",549009,1211000,880004,2006,H,Center for Responsive Politics,,314
N00027500,Amy Klobuchar (D-Minn),326046,1394000,860023,2006,S,Center for Responsive Politics,,316
N00000226,John F. Tierney (D-Mass),440017,1275000,857508,2006,H,Center for Responsive Politics,,317
N00009975,Lindsey Graham (R-SC),338019,1354999,846509,2006,S,Center for Responsive Politics,,319
N00006267,Mike Crapo (R-Idaho),132042,1558999,845520,2006,S,Center for Responsive Politics,,320
N00009829,Jim McDermott (D-Wash),661726,979719,820722,2006,H,Center for Responsive Politics,,327
N00001422,John E. Peterson (R-Pa),402020,1214999,808509,2006,H,Center for Responsive Politics,,329
N00009638,Barack Obama (D-Ill),456012,1142000,799006,2006,S,Center for Responsive Politics,,331
N00007653,Daniel K. Akaka (D-Hawaii),469008,1113000,791004,2006,S,Center for Responsive Politics,,332
N00006406,Jon L. Kyl (R-Ariz),630321,864310,747315,2006,S,Center for Responsive Politics,,344
N99999974,Margaret M. Spellings,315041,1175000,745020,2006,E,Center for Responsive Politics,,345
N00013846,Jeff Miller (R-Fla),345163,1139147,742155,2006,H,Center for Responsive Politics,,346
N00002269,Bob Etheridge (D-NC),176037,1265999,721018,2006,H,Center for Responsive Politics,,347
N00001979,Paul S. Sarbanes (D-Md),452006,980000,716003,2006,S,Center for Responsive Politics,,349
N00006652,Jim Gibbons (R-Nev),392504,1009476,700990,2006,H,Center for Responsive Politics,,352
N00002147,Robert C. Scott (D-Va),-234897,1629994,697548,2006,H,Center for Responsive Politics,,353
N00026171,Charles Wieder Dent (R-Pa),272053,1092000,682026,2006,H,Center for Responsive Politics,,356
N00007781,Peter DeFazio (D-Ore),107021,1239996,673508,2006,H,Center for Responsive Politics,,359
N00007876,Patty Murray (D-Wash),338019,945000,641509,2006,S,Center for Responsive Politics,,364
N00000851,Frank A. LoBiondo (R-NJ),355012,928000,641506,2006,H,Center for Responsive Politics,,365
N00009828,Ciro D. Rodriguez (D-Texas),152007,1080999,616503,2006,H,Center for Responsive Politics,,374
N00024809,Joe Wilson (R-SC),-26989,1244995,609003,2006,H,Center for Responsive Politics,,376
N00003209,John J. Duncan Jr (R-Tenn),299018,885000,592009,2006,H,Center for Responsive Politics,,377
N00010084,Tim Johnson (D-SD),260029,908000,584014,2006,S,Center for Responsive Politics,,378
N00026892,Ken Salazar (D-Colo),51006,1094996,573001,2006,S,Center for Responsive Politics,,381
N00001821,Steny H. Hoyer (D-Md),348008,795000,571504,2006,H,Center for Responsive Politics,,382
N99999959,Daniel Bartlett,285018,850000,567509,2006,E,Center for Responsive Politics,,385
N00002898,Mark Foley (R-Fla),165056,960000,562528,2006,H,Center for Responsive Politics,,386
N00006242,Barbara Cubin (R-Wyo),288015,822000,555007,2006,H,Center for Responsive Politics,,389
